RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS,year,Player,pos
287.0,"Gerald Green, SF",MIA,69.0,22.6,-0.8,-0.86,-1.66,1.41,2016,Gerald Green, SF
289.0,"Ramon Sessions, PG",WSH,82.0,20.3,-0.08,-1.63,-1.71,1.53,2016,Ramon Sessions, PG
290.0,"Will Barton, SF",DEN,82.0,28.7,0.02,-1.73,-1.71,2.08,2016,Will Barton, SF
291.0,"Raymond Felton, PG",DAL,80.0,27.4,-0.59,-1.13,-1.72,1.9,2016,Raymond Felton, PG
292.0,"Chase Budinger, SF",IND/PHX,66.0,14.1,-1.45,-0.27,-1.72,0.85,2016,Chase Budinger, SF
293.0,"D.J. Augustin, PG",DEN/OKC,62.0,19.0,-0.04,-1.71,-1.75,1.01,2016,D.J. Augustin, PG
295.0,"Alex Len, C",PHX,78.0,23.3,-3.37,1.6,-1.77,1.6,2016,Alex Len, C
297.0,"Omer Asik, C",NO,68.0,17.3,-3.55,1.76,-1.79,1.01,2016,Omer Asik, C
298.0,"Louis Williams, SG",LAL,67.0,28.5,1.21,-3.01,-1.8,1.63,2016,Louis Williams, SG
299.0,"Terrence Ross, SF",TOR,73.0,23.9,-0.39,-1.41,-1.8,1.41,2016,Terrence Ross, SF
304.0,"Lance Thomas, SF",NY,59.0,22.3,-0.66,-1.16,-1.82,1.05,2016,Lance Thomas, SF
306.0,"Kosta Koufos, C",SAC,78.0,19.0,-1.51,-0.34,-1.85,1.24,2016,Kosta Koufos, C
307.0,"Dion Waiters, SG",OKC,78.0,27.6,-0.21,-1.64,-1.85,1.75,2016,Dion Waiters, SG
312.0,"Willie Cauley-Stein, C",SAC,66.0,21.4,-0.93,-0.95,-1.88,1.15,2016,Willie Cauley-Stein, C
315.0,"Jerami Grant, SF",PHI,77.0,26.8,-1.92,0.01,-1.91,1.63,2016,Jerami Grant, SF
322.0,"Ben McLemore, SG",SAC,68.0,21.2,-1.51,-0.51,-2.02,1.08,2016,Ben McLemore, SG
323.0,"JaMychal Green, PF",MEM,78.0,18.5,-1.24,-0.79,-2.03,1.0,2016,JaMychal Green, PF
324.0,"Raul Neto, PG",UTAH,81.0,18.5,-1.51,-0.52,-2.03,0.99,2016,Raul Neto, PG
334.0,"Alonzo Gee, SG",NO,73.0,22.4,-2.89,0.76,-2.13,1.06,2016,Alonzo Gee, SG
336.0,"Charlie Villanueva, PF",DAL,62.0,10.7,-2.08,-0.07,-2.15,0.42,2016,Charlie Villanueva, PF
344.0,"Quincy Acy, SF",SAC,59.0,14.8,-1.27,-0.99,-2.26,0.5,2016,Quincy Acy, SF
345.0,"Ersan Ilyasova, PF",DET/ORL,74.0,25.4,-1.42,-0.85,-2.27,1.02,2016,Ersan Ilyasova, PF
347.0,"Aaron Brooks, PG",CHI,69.0,16.1,-0.3,-1.99,-2.29,0.58,2016,Aaron Brooks, PG
349.0,"Jamal Crawford, SG",LAC,79.0,26.9,0.41,-2.72,-2.31,1.1,2016,Jamal Crawford, SG
350.0,"Joffrey Lauvergne, C",DEN,59.0,17.6,-0.99,-1.32,-2.31,0.53,2016,Joffrey Lauvergne, C
351.0,"Richard Jefferson, SF",CLE,74.0,17.9,-1.44,-0.88,-2.32,0.66,2016,Richard Jefferson, SF
357.0,"Trey Lyles, PF",UTAH,80.0,17.3,-2.1,-0.28,-2.38,0.62,2016,Trey Lyles, PF
358.0,"Allen Crabbe, SG",POR,81.0,26.0,0.18,-2.58,-2.4,0.97,2016,Allen Crabbe, SG
360.0,"Jordan Clarkson, PG",LAL,79.0,32.3,0.14,-2.56,-2.42,1.16,2016,Jordan Clarkson, PG
368.0,"Kobe Bryant, SF",LAL,66.0,28.2,0.6,-3.18,-2.58,0.66,2016,Kobe Bryant, SF
369.0,"Paul Pierce, SF",LAC,68.0,18.1,-1.92,-0.66,-2.58,0.42,2016,Paul Pierce, SF
370.0,"Anthony Morrow, SG",OKC,68.0,13.6,0.46,-3.05,-2.59,0.32,2016,Anthony Morrow, SG
374.0,"Tyler Zeller, C",BOS,60.0,11.8,-2.71,0.02,-2.69,0.21,2016,Tyler Zeller, C
375.0,"Kyle Singler, SF",OKC,68.0,14.4,-2.68,-0.02,-2.7,0.27,2016,Kyle Singler, SF
376.0,"Stanley Johnson, SF",DET,73.0,23.1,-1.92,-0.78,-2.7,0.45,2016,Stanley Johnson, SF
377.0,"Miles Plumlee, C",MIL,61.0,14.3,-2.22,-0.52,-2.74,0.21,2016,Miles Plumlee, C
380.0,"Lance Stephenson, SG",LAC/MEM,69.0,19.9,-1.21,-1.6,-2.81,0.27,2016,Lance Stephenson, SG
381.0,"Hollis Thompson, SG",PHI,77.0,28.0,-0.22,-2.6,-2.82,0.42,2016,Hollis Thompson, SG
383.0,"Roy Hibbert, C",LAL,81.0,23.2,-3.9,1.05,-2.85,0.33,2016,Roy Hibbert, C
384.0,"Shane Larkin, PG",BKN,78.0,22.4,-0.9,-1.97,-2.87,0.28,2016,Shane Larkin, PG
386.0,"Ian Clark, SG",GS,66.0,8.8,-0.15,-2.85,-3.0,0.04,2016,Ian Clark, SG
387.0,"Noah Vonleh, PF",POR,78.0,15.1,-3.52,0.44,-3.08,0.03,2016,Noah Vonleh, PF
390.0,"Dante Cunningham, PF",NO,80.0,24.6,-1.21,-1.92,-3.13,-0.01,2016,Dante Cunningham, PF
391.0,"Trey Burke, PG",UTAH,64.0,21.3,-0.24,-2.89,-3.13,0.0,2016,Trey Burke, PG
393.0,"Jason Terry, SG",HOU,72.0,17.5,-0.33,-2.81,-3.14,-0.01,2016,Jason Terry, SG
395.0,"Derrick Williams, PF",NY,80.0,17.9,-0.89,-2.3,-3.19,-0.06,2016,Derrick Williams, PF
396.0,"Mario Hezonja, SG",ORL,79.0,17.9,-1.59,-1.6,-3.19,-0.06,2016,Mario Hezonja, SG
397.0,"Jabari Parker, PF",MIL,76.0,31.7,-1.19,-2.0,-3.19,-0.1,2016,Jabari Parker, PF
398.0,"Gerald Henderson, SG",POR,72.0,19.9,-1.64,-1.57,-3.21,-0.08,2016,Gerald Henderson, SG
401.0,"Arron Afflalo, SG",NY,71.0,33.4,-0.67,-2.58,-3.25,-0.18,2016,Arron Afflalo, SG
407.0,"Myles Turner, PF",IND,60.0,22.8,-3.61,0.25,-3.36,-0.21,2016,Myles Turner, PF
411.0,"Brandon Rush, SF",GS,72.0,14.7,-1.12,-2.29,-3.41,-0.2,2016,Brandon Rush, SF
412.0,"Kelly Oubre Jr., SF",WSH,63.0,10.7,-2.55,-0.94,-3.49,-0.16,2016,Kelly Oubre Jr., SF
415.0,"J.J. Barea, PG",DAL,74.0,22.5,1.3,-4.9,-3.6,-0.5,2016,J.J. Barea, PG
416.0,"Austin Rivers, PG",LAC,67.0,21.9,-1.58,-2.03,-3.61,-0.46,2016,Austin Rivers, PG
418.0,"Jerian Grant, PG",NY,76.0,16.6,-2.11,-1.54,-3.65,-0.41,2016,Jerian Grant, PG
419.0,"D'Angelo Russell, PG",LAL,80.0,28.2,-1.1,-2.56,-3.66,-0.77,2016,D'Angelo Russell, PG
421.0,"Zach LaVine, PG",MIN,82.0,28.0,-0.06,-3.65,-3.71,-0.86,2016,Zach LaVine, PG
422.0,"Doug McDermott, SF",CHI,81.0,23.0,-0.79,-2.93,-3.72,-0.71,2016,Doug McDermott, SF
424.0,"Emmanuel Mudiay, PG",DEN,68.0,30.4,-1.76,-2.02,-3.78,-0.87,2016,Emmanuel Mudiay, PG
425.0,"Tayshaun Prince, SF",MIN,77.0,19.0,-3.94,0.14,-3.8,-0.6,2016,Tayshaun Prince, SF
427.0,"Bobby Portis, PF",CHI,62.0,17.8,-1.58,-2.25,-3.83,-0.49,2016,Bobby Portis, PF
429.0,"Steve Blake, PG",DET,58.0,17.0,-1.33,-2.53,-3.86,-0.45,2016,Steve Blake, PG
430.0,"Isaiah Canaan, PG",PHI,77.0,25.5,-1.32,-2.63,-3.95,-1.04,2016,Isaiah Canaan, PG
434.0,"Wayne Ellington, SG",BKN,76.0,21.3,-2.51,-1.61,-4.12,-1.02,2016,Wayne Ellington, SG
435.0,"JaKarr Sampson, SG",DEN/PHI,73.0,15.9,-3.59,-0.57,-4.16,-0.77,2016,JaKarr Sampson, SG
437.0,"Timofey Mozgov, C",CLE,76.0,17.4,-3.85,-0.39,-4.24,-0.91,2016,Timofey Mozgov, C
438.0,"Derrick Rose, PG",CHI,66.0,31.8,-1.13,-3.14,-4.27,-1.53,2016,Derrick Rose, PG
439.0,"Julius Randle, PF",LAL,81.0,28.2,-2.75,-1.55,-4.3,-1.72,2016,Julius Randle, PF
440.0,"P.J. Hairston, SF",MEM/CHA,66.0,19.9,-3.02,-1.33,-4.35,-1.01,2016,P.J. Hairston, SF
442.0,"Thomas Robinson, PF",BKN,71.0,12.9,-3.38,-1.07,-4.45,-0.77,2016,Thomas Robinson, PF
445.0,"Devin Booker, SG",PHX,76.0,27.7,-0.73,-3.87,-4.6,-2.02,2016,Devin Booker, SG
447.0,"Ty Lawson, PG",HOU/IND,66.0,21.4,-3.25,-1.45,-4.7,-1.46,2016,Ty Lawson, PG
448.0,"Markel Brown, SG",BKN,62.0,15.8,-1.16,-3.64,-4.8,-1.04,2016,Markel Brown, SG
449.0,"Nik Stauskas, SG",PHI,73.0,24.8,-2.36,-2.44,-4.8,-1.98,2016,Nik Stauskas, SG
450.0,"Marco Belinelli, SG",SAC,68.0,24.6,-2.09,-2.78,-4.87,-1.91,2016,Marco Belinelli, SG
451.0,"Bojan Bogdanovic, SG",BKN,79.0,26.8,-0.95,-3.98,-4.93,-2.42,2016,Bojan Bogdanovic, SG
453.0,"Johnny O'Bryant III, PF",MIL,66.0,13.0,-3.81,-1.32,-5.13,-1.04,2016,Johnny O'Bryant III, PF
458.0,"Shabazz Muhammad, SF",MIN,82.0,20.5,-1.13,-4.37,-5.5,-2.52,2016,Shabazz Muhammad, SF
460.0,"Rashad Vaughn, SG",MIL,70.0,14.3,-3.65,-2.13,-5.78,-1.65,2016,Rashad Vaughn, SG
