AST%_advanced,Age,BLK%_advanced,BPM_advanced,DBPM_advanced,DRB%_advanced,DWS_advanced,G_advanced,MP_advanced,OBPM_advanced,ORB%_advanced,OWS_advanced,PER_advanced,Player,Pos,Rk_advanced,STL%_advanced,TRB%_advanced,Tm,USG%_advanced,VORP_advanced,WS/48_advanced,WS_advanced,type,year
4.2,23,1,-5.4,-1.2,11.7,0.5,43,631,-4.2,1,-0.3,6.9,Perry Jones,SF,252,1.4,6.5,OKC,15.3,-0.5,0.015,0.2,advanced,2015
6.9,23,5.2,1.3,1.9,17.6,1.3,33,889,-0.6,9.7,1.7,18.3,Terrence Jones,PF,253,1,13.7,HOU,18.4,0.7,0.16,3,advanced,2015
3.2,26,5.4,4.1,3.2,32.4,5.4,82,2820,0.9,16.2,7.4,21,DeAndre Jordan,C,254,1.5,24.5,LAC,13.6,4.3,0.217,12.8,advanced,2015
5.3,28,3.1,-0.2,0,15.5,0.3,44,383,-0.2,15.3,0.9,16.8,Jerome Jordan,C,255,1.1,15.4,BRK,16.1,0.2,0.156,1.2,advanced,2015
19.7,23,0.9,0.7,0.5,11.4,1.8,79,1444,0.2,3.5,2.7,15.5,Cory Joseph,PG,256,1.6,7.5,SAS,17,1,0.149,4.5,advanced,2015
7.8,32,2.8,-1.4,1.1,25.2,2.2,74,1398,-2.5,11.6,1.1,17.3,Chris Kaman,C,257,0.7,18.5,POR,22.5,0.2,0.112,3.3,advanced,2015
4.8,22,1.1,-2.1,-2.3,20.5,2.1,75,2135,0.2,14.6,4.3,20.3,Enes Kanter,C,258,0.9,17.6,TOT,24.7,-0.1,0.145,6.4,advanced,2015
12.3,21,0.1,-1.2,-0.5,8.9,0.4,33,555,-0.7,4.5,0.3,10.5,Sergey Karasev,SG,259,2.1,6.7,BRK,14.4,0.1,0.061,0.7,advanced,2015
10.9,23,1.6,-2.8,-0.8,12.4,0.3,52,1233,-2.1,1.1,0.4,8.6,Ryan Kelly,PF,260,1.2,6.5,LAL,14,-0.3,0.027,0.7,advanced,2015
8.2,21,1.9,-0.8,1.3,21.9,2.2,55,1587,-2.2,7.4,1.6,15.1,Michael Kidd-Gilchrist,SF,261,1,14.4,CHO,18.4,0.5,0.114,3.8,advanced,2015
8.5,25,0,-3.8,-3,8.2,0,4,72,-0.7,1.5,0.1,10,Sean Kilpatrick,SG,262,2.1,4.8,MIN,14.6,0,0.033,0.1,advanced,2015
3.6,33,0,-8.3,-0.2,18.6,0,7,36,-8.1,6.2,-0.1,2.8,Andrei Kirilenko,SF,263,1.4,12.5,BRK,9.8,-0.1,-0.058,0,advanced,2015
10.1,23,0,-7.4,-4.3,0,0,5,14,-3,8.3,0,8.5,Alex Kirk,C,264,0,4.1,CLE,15.7,0,0.061,0,advanced,2015
27.4,23,0.4,1.1,-0.7,12,2.5,63,2035,1.7,1.6,2,17.1,Brandon Knight,PG-SG,265,2.3,6.8,TOT,25.9,1.6,0.106,4.5,advanced,2015
12.1,33,1.5,3.3,0.2,13.3,2.4,75,2418,3.1,0.7,5,14.8,Kyle Korver,SG,266,1.1,7.2,ATL,14.4,3.3,0.148,7.5,advanced,2015
4.3,25,3.9,-1.5,1.9,25.8,2.5,81,1348,-3.4,10.3,0.8,14.2,Kosta Koufos,C,267,1.1,18.1,MEM,15.8,0.2,0.118,3.3,advanced,2015
11.1,24,1,0.8,1,14.5,0.1,16,72,-0.3,10.8,0.2,12.9,Ognjen Kuzmic,C,268,1.4,12.7,GSW,11.3,0.1,0.171,0.3,advanced,2015
10.9,22,0.7,-1.6,-1.6,16.5,0.7,47,633,0,1.4,1,14.9,Jeremy Lamb,SG,269,1.7,9.1,OKC,20.5,0.1,0.123,1.6,advanced,2015
3.6,31,1.1,-3.6,-2.6,15.5,0.5,70,1192,-1,9.8,2.3,14.9,Carl Landry,PF,270,0.6,12.8,SAC,18.1,-0.5,0.112,2.8,advanced,2015
19.4,22,0.4,-2.4,-0.7,9.4,0.9,76,1865,-1.6,1.7,0.8,10.9,Shane Larkin,PG,271,2.6,5.4,NYK,13.6,-0.2,0.045,1.7,advanced,2015
7.5,23,2.9,-3.6,0.7,20.9,0.3,24,268,-4.2,10.5,-0.2,10.5,Joffrey Lauvergne,C,272,1.5,15.5,DEN,19.9,-0.1,0.012,0.1,advanced,2015
24,19,0.4,-4.5,-2.7,11.6,0,77,1902,-1.7,1.6,-0.7,11.3,Zach LaVine,PG,273,1.4,6.4,MIN,22,-1.2,-0.018,-0.7,advanced,2015
43,27,0.3,0.5,-2.1,8.1,1,75,2665,2.7,1.6,6,18.5,Ty Lawson,PG,274,1.7,4.7,DEN,20.6,1.7,0.126,7,advanced,2015
13,22,0.3,-7.9,-3,9.7,0,17,244,-4.9,7.4,-0.6,6.3,Ricky Ledo,SG,275,1.3,8.5,TOT,24.8,-0.4,-0.112,-0.6,advanced,2015
9.8,29,0.4,0.5,0.2,7.6,2.4,77,2354,0.3,1,2.5,11.5,Courtney Lee,SG,276,1.7,4.3,MEM,15.2,1.5,0.099,4.8,advanced,2015
13.7,31,2.1,1.4,2,20.3,1.6,49,904,-0.6,10,1.6,17.8,David Lee,PF,277,1.7,15.3,GSW,19.6,0.8,0.168,3.2,advanced,2015
0,24,0,-28.5,-6.7,0,0,1,2,-21.9,0,0,-19.7,Malcolm Lee,SG,278,0,0,PHI,21.8,0,-0.527,0,advanced,2015
3.1,21,5.3,-1,2.3,22.7,2.1,69,1518,-3.3,10.2,1.2,13.5,Alex Len,C,279,1.1,16.4,PHO,13.7,0.4,0.107,3.4,advanced,2015
13,23,1.8,6.1,3.5,20.6,4.4,64,2033,2.6,4.8,4.2,22,Kawhi Leonard,SF,280,3.7,12.9,SAS,23,4.1,0.204,8.6,advanced,2015
5.8,22,1.2,0.2,0,25.3,1.2,55,847,0.1,5.9,1.6,14.8,Meyers Leonard,C,281,0.6,15.8,POR,15.8,0.5,0.158,2.8,advanced,2015
8.8,25,0.9,-3.1,0,21.7,1.2,63,824,-3.1,7,0.2,11.9,Jon Leuer,PF,282,1.1,14.3,MEM,18.6,-0.2,0.078,1.3,advanced,2015
29,24,0.5,5.1,0,11.8,3.3,82,2925,5,1.8,7.3,20.7,Damian Lillard,PG,283,1.7,6.9,POR,26.9,5.2,0.174,10.6,advanced,2015
28.6,26,1.4,-0.8,-1.3,10.2,0.8,74,1907,0.5,1.4,1.8,15.6,Jeremy Lin,PG,284,2.2,5.7,LAL,21.9,0.6,0.068,2.7,advanced,2015
24.2,29,1,-1.7,0.4,10,1.8,78,1468,-2.1,3.3,1.5,12.9,Shaun Livingston,PG,285,1.6,6.7,GSW,15.9,0.1,0.107,3.3,advanced,2015
4.5,26,4.8,0.2,-0.3,17.1,2.2,72,2100,0.5,11.5,4.7,22.7,Brook Lopez,C,286,1.1,14.3,BRK,26.3,1.1,0.159,7,advanced,2015
5.1,26,3.7,2.1,2,13.1,1.9,59,1638,0.1,12.7,3.2,16.2,Robin Lopez,C,287,0.5,12.9,POR,15.5,1.7,0.15,5.1,advanced,2015
10.7,26,1.2,1.9,-0.1,26.3,2.9,75,2532,2,6.5,5.8,18.8,Kevin Love,PF,288,1,16.6,CLE,21.7,2.5,0.165,8.7,advanced,2015
32.4,28,0.4,3.6,-0.6,13.1,2,70,2414,4.2,2.6,5.1,19.3,Kyle Lowry,PG,289,2.3,7.8,TOR,25.4,3.4,0.141,7.1,advanced,2015
0,25,0,-1.3,6.6,0,0,1,6,-7.9,0,0,-0.7,Kalin Lucas,PG,290,8.7,0,MEM,7.6,0,-0.057,0,advanced,2015
36,32,0,-5.5,-4.4,5,0.1,21,272,-1.1,1.5,0.2,13,John Lucas III,PG,291,1.5,3.2,DET,19.9,-0.2,0.058,0.3,advanced,2015
28.6,24,0.2,-3.1,-2.2,9.5,0.8,55,833,-0.9,1.1,0.5,13.2,Shelvin Mack,PG,292,1.8,5.4,ATL,19.5,-0.2,0.075,1.3,advanced,2015
4.4,28,3.1,-1.2,2.6,24,2,61,1146,-3.8,10.2,0.1,10.8,Ian Mahinmi,C,293,1.3,17.2,IND,12.5,0.2,0.09,2.1,advanced,2015
11.5,22,0.8,-4.5,0.2,14.4,0.2,16,208,-4.7,2.7,-0.3,5.9,Devyn Marble,SG,294,2.2,8.4,ORL,13.1,-0.1,-0.031,-0.1,advanced,2015
6.9,36,1.9,-1.3,0.7,14.2,0.9,57,1101,-2,6.8,0.8,11,Shawn Marion,SF,295,1.3,10.5,CLE,12.9,0.2,0.074,1.7,advanced,2015
31.1,23,0,-4.1,-2.4,7.1,0.5,28,417,-1.7,0.6,0.3,12.4,Kendall Marshall,PG,296,2.6,3.8,MIL,15.1,-0.2,0.088,0.8,advanced,2015
8,30,0.4,-7.1,-1.6,11.4,0.1,23,198,-5.5,0,-0.3,1.6,Cartier Martin,SF,297,0.8,5.5,DET,13,-0.3,-0.053,-0.2,advanced,2015
7,37,4.9,-0.8,3.6,14.2,0.2,11,104,-4.4,6.7,0,10,Kenyon Martin,PF,298,2.5,10.5,MIL,11.2,0,0.086,0.2,advanced,2015
12.5,31,0.1,-2.1,-3.9,11.1,-0.1,39,1302,1.8,1.6,2,16.7,Kevin Martin,SG,299,1.3,6.2,MIN,26.6,0,0.069,1.9,advanced,2015
10.8,28,0.4,3.9,0.1,9.5,2.2,60,2024,3.8,2.1,4,16.1,Wesley Matthews,SG,300,1.9,5.9,POR,19.8,3,0.147,6.2,advanced,2015
3.4,31,4,-2.6,1.9,15.1,1.2,61,878,-4.5,10.5,0.1,10.4,Jason Maxiell,PF,301,1.1,12.7,CHO,13.1,-0.1,0.074,1.4,advanced,2015
19.4,27,0.9,-1.3,-1.3,10.5,1.9,71,1697,0,2,0.9,13.5,O.J. Mayo,SG,302,1.7,6.3,MIL,23.6,0.3,0.079,2.8,advanced,2015
9.8,28,0.9,-3.2,0.1,14.6,2,67,1916,-3.2,4.4,-0.9,10.6,Luc Richard Mbah a Moute,PF,303,2.1,9.3,PHI,18.3,-0.6,0.027,1.1,advanced,2015
2.1,22,4.9,-1.8,0.5,16.8,0.3,15,137,-2.3,12.2,0.2,17.7,James Michael McAdoo,PF,304,1.8,14.6,GSW,19.4,0,0.177,0.5,advanced,2015
21.3,23,0.6,-1.7,-1.3,9.8,0.5,68,1436,-0.4,4.3,0.8,12.5,Ray McCallum,PG,305,1.6,7.1,SAC,18.2,0.1,0.045,1.4,advanced,2015
10.3,23,0.6,-0.7,-0.3,8.3,1.1,62,973,-0.4,1.6,0.7,13.1,C.J. McCollum,SG,306,2.3,5,POR,20.5,0.3,0.089,1.8,advanced,2015
9.3,21,4.2,-2.7,1.1,11.4,1.5,62,1352,-3.8,5,-0.9,10.6,K.J. McDaniels,SG,307,1.6,8,TOT,19.3,-0.2,0.02,0.6,advanced,2015
3,23,0.2,-8,-3.3,12.2,0.2,36,321,-4.8,2.1,-0.3,6.1,Doug McDermott,SF,308,0.6,7.3,CHI,18.3,-0.5,-0.005,0,advanced,2015
4.6,22,2.6,-2.4,-0.1,24.4,0.7,32,485,-2.3,11.9,0.6,16.6,Mitch McGary,PF,309,1.7,18.2,OKC,19,-0.1,0.127,1.3,advanced,2015
2,27,6.1,-5.6,-0.3,18.9,0.3,23,256,-5.3,7.3,0.1,14.4,JaVale McGee,C,310,0.4,12.9,TOT,18.9,-0.2,0.071,0.4,advanced,2015
8.4,21,0.6,-0.8,-1.3,8.6,0.8,82,2670,0.4,1.4,1.7,10.4,Ben McLemore,SG,311,1.5,5.1,SAC,17.2,0.8,0.045,2.5,advanced,2015
7.8,27,2.1,-8.5,1.7,9.2,0.1,6,36,-10.2,0,-0.2,1.2,Jerel McNeal,PG,312,4.2,4.6,PHO,20.6,-0.1,-0.149,-0.1,advanced,2015
17.5,27,0.9,-1.1,0.6,15.1,0.3,17,296,-1.7,2.9,0.1,10.2,Josh McRoberts,PF,313,2.1,9.1,MIA,12.8,0.1,0.07,0.4,advanced,2015
8.8,27,0.3,-0.9,-1.6,7.1,0.9,60,1462,0.7,0.9,2.2,14.1,Jodie Meeks,SG,314,2.1,3.9,DET,20.1,0.4,0.103,3.1,advanced,2015
42.2,26,0,-16.6,-6.3,2.6,0,4,43,-10.3,0,-0.2,0.5,Gal Mekel,PG,315,2.4,1.3,NOP,23.3,-0.2,-0.238,-0.2,advanced,2015
12.7,23,0.4,1.4,0.5,14.3,3.5,79,2378,0.9,2.3,3.2,15.6,Khris Middleton,SF,316,2.6,8.4,MIL,19.9,2,0.135,6.7,advanced,2015
7.1,27,1.1,-0.3,-1.3,11.7,2.3,70,1841,1,1.1,1.3,14.1,C.J. Miles,SG,317,1.7,6.4,IND,23.9,0.8,0.093,3.6,advanced,2015
34.5,38,0.4,-3,-1.8,10.2,0.8,81,1253,-1.2,3.4,1.4,13.3,Andre Miller,PG,318,1.3,6.9,TOT,15.3,-0.3,0.084,2.2,advanced,2015
6.1,24,0,-9.9,-1.5,2.6,0,5,43,-8.4,0,-0.1,-5.1,Darius Miller,SF,319,1.2,1.3,NOP,8.5,-0.1,-0.122,-0.1,advanced,2015
9,34,0.5,-3,-0.3,14,0.5,52,701,-2.6,0.7,-0.1,4.6,Mike Miller,SF,320,1,7.4,CLE,8.9,-0.2,0.028,0.4,advanced,2015
9.8,22,3.3,-3.7,1.3,14.9,0.2,10,119,-5,3.7,-0.2,7.4,Quincy Miller,PF,321,3,9.4,TOT,17.8,-0.1,-0.03,-0.1,advanced,2015
16.9,26,0.2,-0.7,-1.8,7.5,0.9,51,801,1,3,0.6,13,Patty Mills,PG,322,1.8,5.3,SAS,22.1,0.3,0.087,1.4,advanced,2015
9.7,27,1.4,-1.6,1.9,15.2,1.4,47,924,-3.5,3.5,-1,7.9,Elijah Millsap,SG,323,3.2,9.4,UTA,17,0.1,0.02,0.4,advanced,2015
15.4,29,2.4,4.2,2.6,20,4.3,73,2390,1.6,6.9,4,20,Paul Millsap,PF,324,2.8,13.6,ATL,23.8,3.7,0.166,8.3,advanced,2015
9.7,23,2.4,1.2,0,21.8,2.7,82,1654,1.2,4.3,3,17.9,Nikola Mirotic,PF,325,1.7,13.3,CHI,22.8,1.3,0.165,5.7,advanced,2015
3.6,37,2.8,-5.3,0.9,22.3,0.2,23,128,-6.1,9.6,-0.1,8.7,Nazr Mohammed,C,326,1.6,16.1,CHI,13.4,-0.1,0.04,0.1,advanced,2015
11.7,24,1.3,1.9,1.3,25.1,2.8,69,2137,0.6,11.2,4,21.2,Greg Monroe,PF,327,1.9,17.9,DET,23.9,2.1,0.153,6.8,advanced,2015
10.4,25,0.9,-2.5,-0.6,7.1,0.5,56,504,-1.8,2.7,0.3,10.3,E'Twaun Moore,SG,328,2.1,5,CHI,14.4,-0.1,0.08,0.8,advanced,2015
0,23,0,-4.5,-10.2,54.8,0,3,2,5.8,0,0,40.8,Eric Moreland,PF,329,0,28.4,SAC,22,0,0.431,0,advanced,2015
24.7,24,0,-7.2,-2.8,7.5,0.1,38,299,-4.4,2.6,-0.5,6.7,Darius Morris,PG,330,1.6,5.1,BRK,20,-0.4,-0.068,-0.4,advanced,2015
10.2,25,0.6,-0.4,-0.6,16.9,1.8,81,2045,0.2,3.9,2.2,13.7,Marcus Morris,PF,331,1.5,10.3,PHO,19,0.8,0.093,4,advanced,2015
12.4,25,1.2,-0.2,0.5,17,2.7,82,2581,-0.7,4.6,1.8,15.8,Markieff Morris,PF,332,2,10.7,PHO,23.3,1.2,0.085,4.6,advanced,2015
5.2,29,0.5,0.6,-1.8,9.1,1.2,74,1806,2.4,2.4,4.4,14.8,Anthony Morrow,SG,333,1.5,5.8,OKC,16.5,1.2,0.151,5.7,advanced,2015
10.8,24,1.3,-0.1,0.5,15.4,2.3,71,2037,-0.6,7.4,2.4,14.4,Donatas Motiejunas,PF,334,1.4,11.4,HOU,19.1,1,0.11,4.7,advanced,2015
4.3,28,3.7,-0.4,0.8,21.4,2.2,81,2045,-1.2,11,3.5,16.6,Timofey Mozgov,C,335,0.8,16.1,TOT,16.9,0.8,0.133,5.7,advanced,2015
9.6,22,0.6,-1.8,-3.8,12.4,-0.1,38,866,2,8.1,2.1,19.9,Shabazz Muhammad,SG,336,1.1,10.2,MIN,25.3,0,0.11,2,advanced,2015
8.3,25,0,-11.2,-1.2,0,0,5,18,-10,6.4,-0.1,1.1,Toure' Murry,SG-PG,337,2.8,3.1,TOT,24.9,0,-0.171,-0.1,advanced,2015
8,23,3.2,1.7,0.9,14.8,0.7,40,502,0.8,12.2,1.2,18,Mike Muscala,PF,338,1.6,13.5,ATL,16.7,0.5,0.179,1.9,advanced,2015
19.9,23,0.3,-2.6,-0.6,11.2,0.8,51,1012,-2,2.1,-0.3,9.3,Shabazz Napier,PG,339,2.1,6.7,MIA,15.5,-0.2,0.024,0.5,advanced,2015
14.5,30,0.1,-4.3,-2.6,11,0.8,54,1193,-1.7,1.3,-0.2,11.1,Gary Neal,SG,340,1,6,TOT,23.8,-0.7,0.023,0.6,advanced,2015
27.8,32,0.3,-1,-1.6,8.9,0.8,63,1407,0.6,2.5,0.6,12.1,Jameer Nelson,PG,341,1.7,5.7,TOT,19.5,0.4,0.047,1.4,advanced,2015
7.3,25,2,-6.2,-2.1,15.2,0.3,40,492,-4,3.8,-0.2,10.3,Andrew Nicholson,PF,342,0.6,9.4,ORL,20.8,-0.5,0.007,0.1,advanced,2015
23,29,2.6,3.4,3.6,22.1,3.1,67,2049,-0.2,11.9,2.4,15.3,Joakim Noah,C,343,1.2,17.1,CHI,13.7,2.8,0.13,5.6,advanced,2015
9.8,20,5,0.8,4.5,21,4.2,75,2311,-3.7,8.3,-0.2,15,Nerlens Noel,C,344,2.9,14.3,PHI,17,1.6,0.083,4,advanced,2015
6.2,22,0,-10.3,0.7,45.1,0.1,6,23,-11,10,-0.1,5.2,Lucas Nogueira,C,345,4.5,27.6,TOR,23.1,0,-0.071,0,advanced,2015
8.6,31,0.8,-3.4,-3.2,11.4,0.1,35,197,-0.2,1.1,0.2,8.6,Steve Novak,SF-PF,346,0,6.3,TOT,14.1,-0.1,0.075,0.3,advanced,2015
10.4,36,1.2,0.7,-1,19.9,2,77,2282,1.7,2.1,5.2,19.2,Dirk Nowitzki,PF,347,0.9,11,DAL,24.9,1.5,0.152,7.2,advanced,2015
7.3,20,4.8,-0.6,3.1,26.1,1.8,62,1103,-3.7,11.8,-0.2,14.8,Jusuf Nurkic,C,348,2.4,18.7,DEN,20.7,0.4,0.069,1.6,advanced,2015
7.1,21,0.9,-9,-1.6,11.7,0.3,34,368,-7.5,8.2,-0.8,3.8,Johnny O'Bryant,PF,349,0.7,10,MIL,19.2,-0.7,-0.063,-0.5,advanced,2015
11.3,24,3.8,-0.2,2,21.4,1.1,51,824,-2.1,6.2,0.5,14.8,Kyle O'Quinn,PF,350,1.9,13.6,ORL,17.7,0.4,0.091,1.6,advanced,2015
19.3,22,0.6,0,-0.5,11.2,2,72,2573,0.5,2.2,1.5,15.9,Victor Oladipo,SG,351,2.4,6.6,ORL,25.2,1.3,0.065,3.5,advanced,2015
12.2,23,2.1,2.1,1.4,16.5,2.1,64,1423,0.7,7,1.5,15.9,Kelly Olynyk,C,352,2.3,11.7,BOS,21.1,1.5,0.12,3.6,advanced,2015
10.2,27,3.5,2.3,-0.2,24.3,0,6,68,2.5,11.4,0.2,22.8,Arinze Onuaku,C,353,0.7,17.7,MIN,12.7,0.1,0.197,0.3,advanced,2015
16.2,30,1,1.4,2.2,19.9,2.9,73,1730,-0.9,13.1,1.3,15.6,Zaza Pachulia,C,354,2.4,16.5,MIL,19.1,1.5,0.116,4.2,advanced,2015
15.8,24,1.3,-2.3,0.7,10.9,0.9,43,795,-3,5.4,-0.4,7.8,Kostas Papanikolaou,SF,355,1.8,8.2,HOU,14.2,-0.1,0.029,0.5,advanced,2015
20.8,35,0,-3.2,-6.1,4.6,0,9,73,3,0,0.1,14.9,Jannero Pargo,PG,356,0,2.3,CHO,24.3,0,0.113,0.2,advanced,2015
9.5,19,0.6,-1.2,0.2,13.5,1,25,738,-1.4,7.8,0.4,14.5,Jabari Parker,SF,357,2.1,10.7,MIL,20.7,0.1,0.088,1.3,advanced,2015
28.7,32,0.1,-2,-2.2,6.5,1.7,68,1953,0.2,0.9,2.4,15.9,Tony Parker,PG,358,1.2,3.7,SAS,24.5,0,0.1,4.1,advanced,2015
11.4,26,0.7,2.5,-0.2,13,1.7,66,2186,2.7,3.2,3.8,16.3,Chandler Parsons,SF,359,1.6,8.1,DAL,20.6,2.5,0.121,5.5,advanced,2015
10.7,25,1.6,3.2,0.7,16.3,1.7,81,2156,2.5,6.8,4.4,14.6,Patrick Patterson,PF,360,1.4,11.6,TOR,13.1,2.8,0.137,6.1,advanced,2015
47.4,29,0.4,7.5,0,12.5,3.2,82,2857,7.5,2.1,12.9,26,Chris Paul,PG,361,2.8,7.4,LAC,23.7,6.9,0.27,16.1,advanced,2015
6.4,23,1,-5.9,-1.3,18.2,0.2,32,739,-4.6,7.2,-0.7,7.7,Adreian Payne,PF,362,1.3,12.5,TOT,17,-0.7,-0.033,-0.5,advanced,2015
32.6,20,0.7,-0.7,0.8,11.2,2.3,82,2489,-1.5,4.8,0,13.8,Elfrid Payton,PG,363,2.9,7.9,ORL,18.3,0.8,0.044,2.3,advanced,2015
5.7,29,1.2,-4.5,-2.8,21,0.2,31,815,-1.7,12.1,0.9,16.6,Nikola Pekovic,C,364,1.2,16.4,MIN,23.1,-0.5,0.069,1.2,advanced,2015
6.3,30,2.9,-4.2,1.3,21.2,1.3,68,1148,-5.5,8.7,-1.2,7,Kendrick Perkins,C,365,0.7,15.1,TOT,13.6,-0.6,0.006,0.1,advanced,2015
11.9,37,1,1.5,-0.2,14.3,2.3,73,1914,1.7,2.7,3.2,15.2,Paul Pierce,SF,366,1.2,8.7,WAS,19.9,1.7,0.138,5.5,advanced,2015
7,24,2.9,0.8,1.4,21.6,2.3,82,1743,-0.5,11.3,2.5,18,Mason Plumlee,C,367,1.9,16.5,BRK,19.2,1.2,0.131,4.8,advanced,2015
4.2,26,4.3,-0.2,2.5,19.3,1.7,73,1194,-2.8,10.3,0.9,13.4,Miles Plumlee,C,368,1.7,14.8,TOT,12,0.5,0.103,2.6,advanced,2015
7.7,26,1,-0.7,-1.1,9,0.8,75,1793,0.5,3.4,2.1,9.9,Quincy Pondexter,SF-SG,369,0.6,6.2,TOT,13.8,0.6,0.078,2.9,advanced,2015
6.8,21,1.7,-0.4,0.9,11.6,1.8,74,1432,-1.4,5.6,1,11.6,Otto Porter,SF,370,1.6,8.7,WAS,15.1,0.6,0.092,2.7,advanced,2015
5.5,23,2.1,-0.9,0.1,14.9,0.3,29,236,-1,8.3,0.3,13.8,Dwight Powell,PF,371,1.9,11.6,TOT,17.5,0.1,0.122,0.6,advanced,2015
28,23,0.8,-2.2,0,12.4,0.7,50,600,-2.3,2.3,0,11.8,Phil Pressey,PG,372,2.5,7.3,BOS,17.3,0,0.06,0.8,advanced,2015
23.5,28,0,-3.7,-3.1,8.9,0.2,26,324,-0.7,2.1,0,12,A.J. Price,PG,373,1.1,5.6,TOT,22.5,-0.1,0.041,0.3,advanced,2015
24.4,31,0.3,-2,-1,5.8,0.6,43,982,-1,2.1,0.2,10.2,Ronnie Price,PG,374,3.5,3.9,LAL,13.4,0,0.036,0.7,advanced,2015
21.5,37,0.1,-0.5,-0.5,8.6,1,67,1197,0,2.8,1.3,12.2,Pablo Prigioni,PG,375,3.4,5.7,TOT,11.6,0.5,0.092,2.3,advanced,2015
10.3,34,0.9,-1.3,0.1,12.8,1.2,58,1397,-1.5,4.1,1.3,12,Tayshaun Prince,SF,376,1.1,8.3,TOT,15,0.2,0.086,2.5,advanced,2015
0,27,0,-14.4,-6.2,15.4,0,5,23,-8.2,9.7,0,3.3,Miroslav Raduljica,C,377,2.2,12.4,MIN,20.9,-0.1,-0.057,0,advanced,2015
0,20,0,-16.8,-4.5,0,0,1,14,-12.3,0,-0.1,-7.5,Julius Randle,PF,378,0,0,LAL,15.5,-0.1,-0.276,-0.1,advanced,2015
4.4,31,1.8,-5.8,0,19.3,0.2,21,126,-5.8,13.8,-0.2,7.2,Shavlik Randolph,PF,379,2,16.5,TOT,15.1,-0.1,-0.004,0,advanced,2015
11.4,33,0.5,1.5,1.1,25.8,3.8,71,2304,0.4,11.2,3.4,19.5,Zach Randolph,PF,380,1.6,18.5,MEM,24.3,2,0.149,7.2,advanced,2015
9,30,0.3,0.7,-2.7,6.6,0.9,78,2409,3.4,1,5.8,16.2,JJ Redick,SG,381,0.8,3.9,LAC,21,1.6,0.134,6.7,advanced,2015
6.5,24,0,-11.1,-4.1,5.1,0,5,43,-7,5.4,-0.1,-3.6,Glen Rice,SG,382,0,5.2,WAS,20.7,-0.1,-0.121,-0.1,advanced,2015
16.6,34,0.6,-2.9,-1.8,14.5,0.4,19,416,-1,3.2,0,11.7,Jason Richardson,SG,383,1.6,8.6,PHI,21.3,-0.1,0.045,0.4,advanced,2015
21,33,0.5,-4,-1.7,10.1,0.3,47,683,-2.3,1.3,0.3,10,Luke Ridnour,PG,384,1.5,5.6,ORL,14.8,-0.3,0.042,0.6,advanced,2015
14.7,22,0.7,-2.9,-1.2,8.9,1,76,1563,-1.7,2,0.5,10.3,Austin Rivers,PG-SG,385,1.6,5.5,TOT,17.9,-0.4,0.046,1.5,advanced,2015
7.4,23,1.8,0.3,2.1,16,1.6,67,1286,-1.8,5.1,0.5,9.1,Andre Roberson,SG,386,2.1,10.6,OKC,9,0.7,0.079,2.1,advanced,2015
20.3,29,0.4,-2.5,-1.7,8.2,1.2,72,1330,-0.8,1,0.6,11.7,Brian Roberts,PG,387,1.3,4.5,CHO,18.6,-0.2,0.064,1.8,advanced,2015
7,21,0.3,-6.3,-2.4,10.6,0.1,35,261,-3.9,6.1,0,8.5,Glenn Robinson,SG-SF,388,1.2,8.3,TOT,14.9,-0.3,0.012,0.1,advanced,2015
25.7,30,0.4,-3.3,-2.8,6.2,0.2,42,591,-0.4,3.1,0,10.6,Nate Robinson,PG,389,1.7,4.6,TOT,22.5,-0.2,0.021,0.3,advanced,2015
7.6,23,1.9,-2.7,1.1,28.6,1.4,54,798,-3.8,12.6,0,15.3,Thomas Robinson,PF,390,2,20.5,TOT,20.2,-0.1,0.089,1.5,advanced,2015
39.3,28,0.3,-0.5,1.1,16.4,2.3,68,2018,-1.6,3.9,-0.7,13.5,Rajon Rondo,PG,391,2.3,10.1,TOT,19.5,0.8,0.037,1.6,advanced,2015
30.7,26,0.8,-1.3,-2.3,8.7,1.2,51,1530,1.1,2.6,0,15.9,Derrick Rose,PG,392,1.2,5.7,CHI,31.7,0.3,0.038,1.2,advanced,2015
6.5,23,1,-1.6,-1.8,10.7,1,82,2092,0.2,1.8,1.3,11.2,Terrence Ross,SF,393,1.3,6.2,TOR,18.3,0.2,0.054,2.4,advanced,2015
43.5,24,0.1,-0.5,-0.5,18.1,0.4,22,692,0.1,3,0.1,15.2,Ricky Rubio,PG,394,2.8,10.3,MIN,20,0.3,0.033,0.5,advanced,2015
7.9,28,0.4,-2.5,-1.8,4.1,0.7,68,1047,-0.7,0.9,0.6,8.2,Damjan Rudez,SF,395,0.8,2.5,IND,13.8,-0.1,0.061,1.3,advanced,2015
5.4,29,3.3,-6,1.8,14.3,0.4,33,271,-7.7,1.6,-0.7,0.8,Brandon Rush,SG,396,0.9,8.2,GSW,11.2,-0.3,-0.056,-0.3,advanced,2015
7.4,25,3.1,-2.8,0.4,14.6,0.6,67,1133,-3.3,8.4,0.3,10.9,Robert Sacre,C,397,1.3,11.4,LAL,14.8,-0.2,0.035,0.8,advanced,2015
6.6,35,1.1,-2.9,-0.2,7.1,0.1,21,270,-2.7,1.7,0,5.1,John Salmons,SF,398,1.8,4.4,NOP,9.3,-0.1,0.017,0.1,advanced,2015
