AST%_advanced,Age,BLK%_advanced,BPM_advanced,DBPM_advanced,DRB%_advanced,DWS_advanced,G_advanced,MP_advanced,OBPM_advanced,ORB%_advanced,OWS_advanced,PER_advanced,Player,Pos,Rk_advanced,STL%_advanced,TRB%_advanced,Tm,USG%_advanced,VORP_advanced,WS/48_advanced,WS_advanced,type,year
23,26,0.7,-7.6,-1.9,10.6,0.2,31,327,-5.8,3.1,-0.6,6.2,Eric Maynor,PG,291,1.4,6.7,TOT,18.2,-0.5,-0.058,-0.4,advanced,2014
14.6,26,0.8,-4.2,-3.5,8.8,0,52,1346,-0.7,2,0,11.2,O.J. Mayo,SG,292,1.1,5.3,MIL,23,-0.7,0.002,0.1,advanced,2014
5.1,27,1.1,-2.4,0.6,10.1,0.8,64,1003,-3,6,0.2,8.3,Luc Richard Mbah a Moute,PF-SF,293,1.5,8,TOT,11.2,-0.1,0.049,1,advanced,2014
21,22,0.8,-4.1,-1.7,7.8,0.4,45,897,-2.3,2.2,0,9.7,Ray McCallum,PG,294,1.2,5,SAC,17.6,-0.5,0.02,0.4,advanced,2014
8.7,22,0.3,-4.1,-2,9.2,0.3,38,476,-2.1,1.6,-0.2,9,C.J. McCollum,SG,295,1.5,5.4,POR,20.9,-0.3,0.019,0.2,advanced,2014
4.4,26,6.5,-5.9,-0.1,9.6,0.1,5,79,-5.8,13.6,-0.1,10.2,JaVale McGee,C,296,0.6,11.6,DEN,25,-0.1,-0.039,-0.1,advanced,2014
5.8,20,0.7,-3.2,-1.3,9.5,0.9,82,2187,-1.8,2.7,-0.1,7.7,Ben McLemore,SG,297,1,6.1,SAC,16.9,-0.6,0.016,0.8,advanced,2014
21.9,26,1.5,2.9,1.6,13.8,3,78,2360,1.3,4,3.5,13.8,Josh McRoberts,PF,298,1.3,8.9,CHA,13.4,2.9,0.132,6.5,advanced,2014
8.5,26,0.1,0.7,-1.4,6.9,0.7,77,2556,2.2,1.3,3.8,14.7,Jodie Meeks,SG,299,2.1,4.1,LAL,19.1,1.8,0.084,4.5,advanced,2014
30.1,25,0.3,-9.2,-3.4,8.6,0.1,31,292,-5.7,2,-0.5,5.4,Gal Mekel,PG,300,0.7,5.3,DAL,19,-0.5,-0.073,-0.4,advanced,2014
11.7,22,0.7,-1.5,-1.6,12,0.8,82,2460,0.1,2.7,1.9,12.5,Khris Middleton,SF,301,1.8,7.2,MIL,19.1,0.3,0.053,2.7,advanced,2014
9.1,26,1.3,0.7,-1.2,9.9,0.9,51,984,2,2,1.5,16,C.J. Miles,SG,302,2.4,5.9,CLE,22,0.7,0.122,2.5,advanced,2014
29.2,37,0.7,-1.8,-0.4,11.7,0.8,58,982,-1.3,3.1,1.4,13.9,Andre Miller,SG,303,1.7,7.4,TOT,14.5,0.1,0.108,2.2,advanced,2014
8.7,23,1,-2.3,-1.7,7,0.2,45,723,-0.7,1.4,0.6,9,Darius Miller,SF,304,1.7,4.2,NOP,12.8,-0.1,0.055,0.8,advanced,2014
11.5,33,0.2,0.1,-1,12.3,1.4,82,1707,1,2.1,2.6,12.5,Mike Miller,SF,305,0.8,7.2,MEM,14.7,0.9,0.111,3.9,advanced,2014
4.9,21,3,-3.8,0.3,15.2,0.7,52,789,-4.1,4.9,-0.7,8.6,Quincy Miller,PF,306,1.4,10.1,DEN,17.7,-0.4,0.002,0,advanced,2014
15.3,25,0.4,3.3,-0.6,9.6,2.1,81,1527,3.9,2.6,3.4,18.7,Patty Mills,PG,307,2.3,6.2,SAS,22.6,2,0.175,5.6,advanced,2014
16.2,28,2.5,3.1,2.4,21.9,4,74,2482,0.7,7.2,2.7,19.8,Paul Millsap,PF,308,2.6,14.6,ATL,25.7,3.2,0.129,6.7,advanced,2014
22.6,24,0,6.5,-2.1,0,0,3,10,8.6,11.1,0,30.9,Tony Mitchell,SF,309,5.2,5.7,MIL,22.6,0,0.242,0.1,advanced,2014
5.8,36,4.1,-3.3,2.6,21.7,1.2,80,562,-6,13.6,-0.4,10.1,Nazr Mohammed,C,311,1.3,17.7,CHI,14.5,-0.2,0.07,0.8,advanced,2014
10.3,23,1.4,0.3,0.4,21.6,2.3,82,2690,0,9.9,3.7,18.1,Greg Monroe,PF,312,1.7,15.4,DET,21.4,1.6,0.106,5.9,advanced,2014
11.8,24,0.7,-2.3,-0.8,8.1,1.1,79,1506,-1.4,2.2,0.6,11.1,E'Twaun Moore,SG,313,2,5.1,ORL,16.4,-0.1,0.055,1.7,advanced,2014
21.5,23,0,-5.7,-2.9,6.8,0.2,27,313,-2.9,2.5,-0.1,9.2,Darius Morris,PG,314,2.1,4.6,TOT,18.6,-0.3,0.006,0,advanced,2014
7.6,24,0.8,0.2,-0.5,14.6,1.8,82,1800,0.6,5.2,2.3,14.8,Marcus Morris,SF,315,2,9.9,PHO,19.9,1,0.111,4.2,advanced,2014
10.9,24,1.8,1,0.4,18,2.4,81,2153,0.5,7.3,4,18.4,Markieff Morris,PF,316,1.6,12.6,PHO,23.2,1.6,0.143,6.4,advanced,2014
6.7,28,0.7,-2.4,-3.1,9.2,0.3,76,1426,0.8,2.3,2.1,13.9,Anthony Morrow,SG,317,1.4,5.7,NOP,19.4,-0.1,0.081,2.4,advanced,2014
5.5,23,1.6,-3.5,-0.8,18.2,1,62,952,-2.7,7.4,0.3,10.7,Donatas Motiejunas,PF,318,1,13.1,HOU,17.8,-0.4,0.069,1.4,advanced,2014
1.5,23,1.7,-7,-0.5,14.4,0.1,12,187,-6.4,6.1,-0.1,6.7,Arnett Moultrie,PF,319,2.1,10.1,PHI,10.7,-0.2,0.007,0,advanced,2014
5.5,27,4.2,-0.5,1,21.9,1.9,82,1770,-1.5,10.4,2.6,16.7,Timofey Mozgov,C,320,0.7,16.1,DEN,18.8,0.7,0.123,4.5,advanced,2014
3.4,21,0.3,-6.2,-3.1,11.2,0.2,37,290,-3.1,8.8,0.1,13.1,Shabazz Muhammad,SG,321,1.4,10,MIN,23.1,-0.3,0.053,0.3,advanced,2014
5.5,24,2.1,-3.3,-1.8,18.2,0.4,45,414,-1.5,6.2,0.1,12.8,Byron Mullens,C,322,1.8,12.1,TOT,20.9,-0.1,0.057,0.5,advanced,2014
4.9,23,5,-8.1,1.8,10.8,0.1,24,62,-9.8,3.7,-0.2,0.2,Erik Murphy,C,323,0,7.3,CHI,11.2,-0.1,-0.055,-0.1,advanced,2014
21.5,24,0.2,-4.9,-1.6,10.1,0.3,51,373,-3.4,4,-0.3,11.1,Toure' Murry,PG,324,2.7,6.9,NYK,22.5,-0.3,0.002,0,advanced,2014
5.2,22,3.7,-6,-0.4,18.7,0.2,20,215,-5.6,9.2,-0.1,10.8,Mike Muscala,PF,325,0.7,14,ATL,19.3,-0.2,0.04,0.2,advanced,2014
5.6,27,4.4,-4.6,2.1,20.1,0.1,14,74,-6.7,7.5,-0.1,2.9,Hamady N'Diaye,C,326,0,13.7,SAC,7.4,0,-0.008,0,advanced,2014
40.3,39,0.5,-6.2,-3.7,8.5,0,15,313,-2.5,1.4,0.1,12.2,Steve Nash,PG,327,1.1,4.9,LAL,18.9,-0.3,0.017,0.1,advanced,2014
13,29,0,-4.6,-4,8.3,0.3,52,1114,-0.6,1,0.6,12.5,Gary Neal,SG,328,0.8,4.6,TOT,23.8,-0.7,0.041,1,advanced,2014
12.1,22,0.5,-10.6,-1.6,9.1,0.1,24,142,-8.9,2.3,-0.5,-1.7,Nemanja Nedovic,SG,329,0,5.8,GSW,17.2,-0.3,-0.132,-0.4,advanced,2014
35.1,31,0.2,-1.1,-2.2,10.5,1.2,68,2179,1.1,1.5,1.6,13.9,Jameer Nelson,PG,330,1.2,6,ORL,20.1,0.5,0.062,2.8,advanced,2014
3.5,24,1.5,-6.7,-2,19.5,1,76,1174,-4.7,5.1,-0.4,9.9,Andrew Nicholson,PF,331,0.8,12.3,ORL,19.3,-1.4,0.025,0.6,advanced,2014
26.4,28,3.3,6.6,5.5,24.5,6.6,80,2820,1.1,11.6,4.5,20,Joakim Noah,C,332,1.9,18.2,CHI,18.7,6.1,0.19,11.2,advanced,2014
3.8,30,0.6,-0.5,-1.7,10.8,0.5,54,540,1.1,1.7,1,11.1,Steve Novak,PF,333,1.2,6.3,TOR,12.9,0.2,0.127,1.4,advanced,2014
14.2,35,1.4,3.3,-0.8,20,2.3,80,2628,4.1,1.8,8.6,23.6,Dirk Nowitzki,PF,334,1.4,10.9,DAL,26.9,3.5,0.199,10.9,advanced,2014
7,23,1,-7,-1.8,12.4,0.1,13,165,-5.2,0.7,-0.2,6.1,James Nunnally,SF,335,1.8,6.4,TOT,15.1,-0.2,-0.021,-0.1,advanced,2014
4.2,35,3.4,-1.3,1.2,19.1,1.4,44,883,-2.5,10.7,1.3,15.3,Jermaine O'Neal,PF,336,0.8,15,GSW,17.8,0.2,0.146,2.7,advanced,2014
10.9,23,5.8,0.5,3.6,25.2,2,69,1188,-3.1,9.5,0.5,16.5,Kyle O'Quinn,C,337,1.7,17.3,ORL,18.6,0.8,0.101,2.5,advanced,2014
0.7,26,5.3,-3.6,-0.3,17.7,0.3,23,212,-3.3,14.2,0.2,12.4,Greg Oden,C,338,1.7,16,MIA,16,-0.1,0.119,0.5,advanced,2014
21.9,21,1.2,-0.8,0.8,13.1,2.8,80,2487,-1.6,1.9,-1.4,13.6,Victor Oladipo,PG,339,2.7,7.5,ORL,24.4,0.8,0.026,1.3,advanced,2014
13.1,22,1.5,0.5,0.2,18.8,1.4,70,1400,0.3,11,1.5,15.2,Kelly Olynyk,C,340,1.3,14.8,BOS,21,0.9,0.101,2.9,advanced,2014
13.5,26,0,-8.4,-1.6,23.5,0,5,30,-6.8,7.6,0,3.8,Arinze Onuaku,PF,341,0,15.4,TOT,10.4,0,-0.044,0,advanced,2014
8.5,23,5.1,-4.1,1.6,20.2,0.2,22,251,-5.7,6.6,0,10.5,Daniel Orton,C,342,1.2,13.1,PHI,13.2,-0.1,0.049,0.3,advanced,2014
7,29,1.4,-2.5,-0.9,14.2,0.6,63,1065,-1.6,3.8,0.8,10.4,Travis Outlaw,SF,343,1,8.9,SAC,15.5,-0.1,0.062,1.4,advanced,2014
16.3,29,0.9,-0.7,0.3,17.1,0.7,53,1325,-1,11.8,1,14,Zaza Pachulia,C,344,1.8,14.4,MIL,17,0.4,0.06,1.7,advanced,2014
40.3,34,0.3,0.9,-2.2,8.9,0.4,29,242,3.1,0.5,0.2,18.9,Jannero Pargo,PG,345,3,4.7,CHA,28.4,0.2,0.105,0.5,advanced,2014
31.7,31,0.3,-0.5,-1.8,7.5,1.9,68,1997,1.3,1,3.9,18.9,Tony Parker,PG,346,0.9,4.4,SAS,26.5,0.8,0.141,5.9,advanced,2014
17.3,25,0.8,2.6,0.4,12.8,2.5,74,2783,2.2,2.9,5.1,15.9,Chandler Parsons,SF,347,1.6,8.2,HOU,19.3,3.2,0.131,7.6,advanced,2014
8.5,24,1.9,1.5,1.1,17.1,2,65,1533,0.4,8.8,1.8,14.6,Patrick Patterson,PF,348,1.9,12.9,TOT,17.2,1.3,0.118,3.8,advanced,2014
48.9,28,0.1,7.4,0.6,11.4,3.2,62,2171,6.8,2,9,25.9,Chris Paul,PG,349,3.5,6.9,LAC,23.7,5.2,0.27,12.2,advanced,2014
5.2,28,1.1,0.2,-1.2,17.6,1.5,54,1663,1.4,13.1,4.3,20.7,Nikola Pekovic,C,350,0.9,15.3,MIN,22.9,0.9,0.169,5.9,advanced,2014
7.6,29,2.2,-2.7,2.1,19.9,1.7,62,1207,-4.7,8,-0.9,6.3,Kendrick Perkins,C,351,1.1,14.2,OKC,11.5,-0.2,0.031,0.8,advanced,2014
14.5,36,1.2,1.5,0.2,18.3,2.3,75,2098,1.3,1.5,2.9,16.8,Paul Pierce,SF,352,2.2,9.9,BRK,22.4,1.8,0.119,5.2,advanced,2014
0,25,0,-22.7,-17.3,0,0,2,3,-5.4,100,0,13.1,Dexter Pittman,C,353,0,57.9,ATL,28.5,0,-0.18,0,advanced,2014
8.1,23,3.6,2.4,1.9,19.6,1.7,70,1275,0.5,9.3,3,19,Mason Plumlee,PF,354,2,14.5,BRK,17.1,1.4,0.176,4.7,advanced,2014
3.3,25,3.5,-1.5,1.3,24.4,2.8,80,1964,-2.8,11.3,1.2,14.6,Miles Plumlee,C,355,1.3,17.9,PHO,16.2,0.2,0.098,4,advanced,2014
11,25,0.3,-2.6,-1.9,7,0.2,15,270,-0.7,4.4,0.2,10.3,Quincy Pondexter,SG,356,1,5.7,MEM,18,0,0.063,0.4,advanced,2014
4.6,20,0.3,-6.8,-1.4,13.3,0.3,37,319,-5.4,7.5,-0.4,6,Otto Porter,SF,357,1.3,10.4,WAS,15.6,-0.4,-0.006,0,advanced,2014
0,31,3.9,-16.4,-3,27.7,0,1,19,-13.4,0,-0.1,2.5,Josh Powell,F,358,0,14.6,HOU,16.1,-0.1,-0.094,0,advanced,2014
30.8,22,0.3,-4.4,-0.6,8.8,1.1,75,1132,-3.7,1.9,-1,8.8,Phil Pressey,PG,359,3.1,5.3,BOS,14.1,-0.7,0.005,0.1,advanced,2014
21.5,27,0,-6,-3.9,10.2,0,28,99,-2.1,1.1,-0.1,9.7,A.J. Price,SG,360,0.5,5.5,MIN,23.2,-0.1,-0.012,0,advanced,2014
25.6,30,0.4,-3.8,0.3,10.5,0.4,31,377,-4,2.4,-0.5,7.6,Ronnie Price,SG,361,3.4,6.5,ORL,15,-0.2,-0.007,-0.1,advanced,2014
25.6,36,0.1,0.6,-0.9,8.8,0.9,66,1283,1.5,3.2,2.5,13,Pablo Prigioni,PG,362,2.8,5.9,NYK,9.3,0.8,0.127,3.4,advanced,2014
8.9,33,0.8,-2.6,0.6,12.3,1.8,76,1948,-3.1,1.9,-0.2,8.2,Tayshaun Prince,SF,363,1.1,7.1,MEM,13.3,-0.3,0.038,1.5,advanced,2014
8.3,26,2.3,-2.3,-1.8,13.7,0.1,48,465,-0.6,12.9,1,15.3,Miroslav Raduljica,C,364,0.8,13.3,MIL,17.3,0,0.112,1.1,advanced,2014
9.1,24,2.7,-1.8,1.3,21,0.7,43,527,-3.1,4.1,-0.1,12.2,Anthony Randolph,PF,365,2.4,12.5,DEN,19.8,0,0.055,0.6,advanced,2014
1.4,30,0.8,-5.3,-0.6,21.2,0.1,14,95,-4.7,8.3,0,7.7,Shavlik Randolph,PF,366,1.6,14.8,PHO,11,-0.1,0.06,0.1,advanced,2014
12.7,32,0.7,0.4,0.4,23.3,3.5,79,2705,0.1,11.6,2.9,18.3,Zach Randolph,PF,367,1.1,17.4,MEM,26.1,1.7,0.113,6.4,advanced,2014
12.6,29,0.2,0.8,-2.1,7.1,0.7,35,987,2.9,1,2.3,16.6,JJ Redick,SG,368,1.4,4.2,LAC,21.8,0.7,0.147,3,advanced,2014
9.3,23,0.8,-5.8,0,17.3,0.2,11,109,-5.9,4.2,-0.3,6.6,Glen Rice,SG,369,2.8,10.6,WAS,20.3,-0.1,-0.043,-0.1,advanced,2014
24.3,32,0.6,-5.1,-2.4,7.6,0.4,61,1141,-2.7,2.2,-0.3,9,Luke Ridnour,PG,370,1.5,4.8,TOT,16.1,-0.9,0.005,0.1,advanced,2014
18.7,21,0.6,-3.9,-2.5,9.1,0.4,69,1339,-1.5,2.2,0.2,11.6,Austin Rivers,PG,371,1.8,5.6,NOP,21.3,-0.7,0.023,0.6,advanced,2014
5.2,22,2,-0.3,1.9,15.6,0.6,40,399,-2.2,10.7,0.2,9,Andre Roberson,SG,372,2.4,13.3,OKC,10.1,0.2,0.099,0.8,advanced,2014
22.1,28,0.4,-2.9,-3.2,8.4,0.2,72,1667,0.3,1.2,2,13.4,Brian Roberts,PG,373,1.3,4.7,NOP,20,-0.4,0.063,2.2,advanced,2014
21.3,29,0.3,-0.2,-2.1,7.5,0.5,44,866,1.9,2.6,1.3,15.6,Nate Robinson,PG,374,2,5,DEN,23.5,0.4,0.101,1.8,advanced,2014
6,22,1.6,-3.2,-0.1,24.6,1.2,70,873,-3.1,13.1,0.4,14.1,Thomas Robinson,PF,375,1.3,18.9,POR,19.7,-0.3,0.09,1.6,advanced,2014
47.7,27,0.2,0,-0.2,16.6,1,30,998,0.2,2.4,0.2,15.3,Rajon Rondo,PG,376,2.1,9.3,BOS,21.3,0.5,0.054,1.1,advanced,2014
26.2,25,0.2,-5.1,-2.3,8.3,0.4,10,311,-2.8,3.3,-0.6,9.7,Derrick Rose,PG,377,0.9,5.9,CHI,31.5,-0.2,-0.036,-0.2,advanced,2014
6.1,22,1,-0.1,-0.7,11.3,2.2,81,2159,0.6,2.3,2,12,Terrence Ross,SG,378,1.5,6.8,TOR,18.6,1,0.094,4.2,advanced,2014
37.8,23,0.3,1.5,1.5,11.9,3.6,82,2638,0,2.5,2.2,15.4,Ricky Rubio,PG,379,3.6,7.1,MIN,16.4,2.3,0.107,5.9,advanced,2014
8.5,28,1.7,-6.3,-1.3,11.1,0,38,418,-5,1.3,-0.5,4.1,Brandon Rush,SG,380,0.6,6.1,UTA,12.3,-0.4,-0.05,-0.4,advanced,2014
7,24,3.1,-2.3,0.7,16.9,0.7,65,1089,-3.1,8,0.7,12.1,Robert Sacre,C,381,1.1,12.5,LAL,15.5,-0.1,0.061,1.4,advanced,2014
12.8,34,0.9,-2.1,0.1,9.6,1.4,78,1726,-2.2,1.3,0.2,7.8,John Salmons,SG-SF,382,1.4,5.5,TOT,12.8,0,0.046,1.7,advanced,2014
5.3,25,5.6,-1.8,1.6,21.3,0.6,23,584,-3.3,11.4,0.1,14,Larry Sanders,C,383,1.6,16.2,MIL,16.4,0,0.057,0.7,advanced,2014
22,20,0,-8.3,-2.1,9.9,0.4,49,641,-6.2,0.9,-1.1,5.8,Dennis Schroder,PG,384,1.3,5.4,ATL,19,-1,-0.054,-0.7,advanced,2014
10.4,33,0.9,-3.8,0.5,23.4,2.8,82,1399,-4.3,7.2,-0.4,13.4,Luis Scola,PF,385,1,15.7,IND,23.8,-0.6,0.084,2.5,advanced,2014
8.9,25,0.4,-3,-2.3,17.2,1.2,80,1482,-0.7,4.9,1.3,15.3,Mike Scott,PF,386,1,11.1,ATL,23.5,-0.4,0.084,2.6,advanced,2014
8.3,29,0.9,0.8,1.5,11.5,2.1,61,1584,-0.7,3.7,0.9,10.4,Thabo Sefolosha,SG,387,2.5,7.8,OKC,11.9,1.1,0.092,3,advanced,2014
4.9,24,3.7,-5.2,-1.2,15.3,0.6,53,578,-4.1,10.5,0.2,12.5,Kevin Seraphin,C,388,0.3,12.8,WAS,21.5,-0.5,0.066,0.8,advanced,2014
25.7,27,0.3,-2.2,-2.3,8.6,1.2,83,2214,0.1,1.9,3.1,16,Ramon Sessions,PG,389,1.2,5.2,TOT,22.7,-0.1,0.094,4.3,advanced,2014
45.1,29,0,-29.9,-12.5,0,0,3,11,-17.4,0,-0.1,-8.8,Mustafa Shakur,PG,390,0,0,OKC,23.7,-0.1,-0.347,-0.1,advanced,2014
14,22,0.5,-6.8,-1.1,9.2,0.1,26,154,-5.7,3.1,-0.2,3.9,Tornike Shengelia,SF,391,1,6.2,TOT,13.2,-0.2,-0.04,-0.1,advanced,2014
9.8,23,0.6,-0.1,0.7,14,1.6,74,1962,-0.8,4.7,0.4,9.6,Iman Shumpert,SG,392,2.5,9.2,NYK,14.1,0.9,0.048,2,advanced,2014
14.9,25,1.8,-3.1,-0.4,10.1,0.7,63,664,-2.7,3.4,-0.4,10.2,Alexey Shved,SG,393,1.9,6.6,MIN,20.8,-0.2,0.017,0.2,advanced,2014
9.5,23,1.9,-1.3,-0.3,17.2,0.7,46,875,-1,12.5,1.4,16.1,Henry Sims,C,394,1.6,14.8,TOT,18,0.2,0.115,2.1,advanced,2014
4.7,25,1.3,-0.1,-0.8,9.2,0.7,82,2337,0.7,5.2,3.6,11.8,Kyle Singler,SF,395,1.3,7.1,DET,14,1.1,0.09,4.4,advanced,2014
3.5,24,1,-5.6,-0.9,17.5,0.3,25,250,-4.8,8.2,-0.2,8.8,Chris Singleton,SF,396,1.9,12.8,WAS,17.2,-0.2,0.033,0.2,advanced,2014
21,23,0.4,-7.3,-2.8,6.2,0.1,24,224,-4.4,0.9,-0.2,5.7,Peyton Siva,SG,397,2,3.4,DET,15.6,-0.3,-0.032,-0.2,advanced,2014
20.1,26,0.2,-4.8,-0.7,11,0.6,48,392,-4.1,1.2,-0.3,8.5,Donald Sloan,SG,398,1.3,6.3,IND,17.2,-0.3,0.039,0.3,advanced,2014
0,26,0,-6.2,-0.5,0,0,2,2,-5.8,0,0,0,Chris Smith,PG,399,0,0,NYK,0,0,-0.02,0,advanced,2014
0,23,1.5,-7.5,-4.7,16.8,0.1,11,100,-2.8,13,0.2,13.7,Greg Smith,C,400,0.5,15,HOU,15.4,-0.1,0.119,0.2,advanced,2014
26,25,1,-2.3,0.5,10.9,1,70,1006,-2.7,3.5,0,11.7,Ish Smith,PG,401,2.4,7.2,PHO,15.9,-0.1,0.048,1,advanced,2014
15.1,28,0.7,0.1,-1.6,13.1,1.2,74,2421,1.8,1.7,2.5,14,J.R. Smith,SF,402,1.4,7.2,NYK,21.6,1.3,0.073,3.7,advanced,2014
5.6,27,2.9,-3.5,-0.9,18.5,0.4,31,830,-2.6,7,0.5,12.4,Jason Smith,PF,403,0.7,12.7,NOP,18.2,-0.3,0.054,0.9,advanced,2014
15,28,3.2,-0.6,1.1,17.6,2.5,77,2730,-1.7,3.9,-1.4,14.1,Josh Smith,SF,404,1.9,10.4,DET,24.5,0.9,0.02,1.1,advanced,2014
9.1,22,0.9,-3,-0.2,9.6,1.7,77,1231,-2.9,1.8,-0.1,8,Tony Snell,SG,405,1.3,5.7,CHI,14.9,-0.3,0.063,1.6,advanced,2014
0,23,5.6,-13.3,-5.2,31.5,0,4,30,-8.1,0,-0.1,11.8,James Southerland,SF,406,1.7,15.5,TOT,25.6,-0.1,-0.023,0,advanced,2014
5.3,26,2.6,-5.2,-1.3,20.6,1.5,79,982,-3.9,11.4,0.6,15.2,Marreese Speights,C,407,0.5,16.1,GSW,25.4,-0.8,0.103,2.1,advanced,2014
10.1,29,1.8,1.9,2.1,20.5,2.1,59,1271,-0.1,11.4,2.3,16.5,Tiago Splitter,C,408,1.2,16.1,SAS,17.7,1.3,0.163,4.3,advanced,2014
0,23,0,-17.7,-10.1,31.6,0,3,15,-7.6,7.4,0,16.1,D.J. Stephens,SG,409,0,19.1,MIL,22.4,-0.1,0.067,0,advanced,2014
22.1,23,0.2,2.3,1.7,18.1,4.8,78,2752,0.7,4.1,2.6,14.7,Lance Stephenson,SG,410,1,11.4,IND,19.4,3,0.13,7.4,advanced,2014
5,28,4.7,0.6,2.9,18,1,55,1007,-2.3,8.2,0.5,9.7,Greg Stiemsma,C,411,1.8,13,NOP,8.1,0.7,0.072,1.5,advanced,2014
14.5,25,0,-3,0.5,17.6,0.1,21,120,-3.5,1.9,0,6.6,Julyan Stone,SG,412,1.3,9.7,TOR,8.8,0,0.061,0.2,advanced,2014
4.2,31,2.2,-3.1,-2.3,17.2,0.9,65,1466,-0.8,8.7,2.9,18.8,Amar'e Stoudemire,C,413,0.8,12.8,NYK,23.4,-0.4,0.124,3.8,advanced,2014
12.7,27,0.4,-4.1,-2.9,7.7,0.4,73,1950,-1.2,2.1,1.8,14,Rodney Stuckey,SG,414,1.4,4.7,DET,24.3,-1,0.053,2.2,advanced,2014
10.1,21,1.8,-0.3,-0.6,20.6,2,74,2041,0.3,13,1.9,16.4,Jared Sullinger,PF,415,0.9,16.7,BOS,24.1,0.9,0.091,3.9,advanced,2014
5.7,24,0.6,-5.4,-1.2,8.1,0.6,26,629,-4.2,2.7,-0.8,5.9,Jeffery Taylor,SF,416,1.1,5.4,CHA,19.4,-0.5,-0.019,-0.2,advanced,2014
21.4,23,0.3,-9.7,-2.7,5.3,0.2,23,270,-7,1.3,-0.7,5.4,Tyshawn Taylor,PG,417,2.3,3.3,BRK,23.5,-0.5,-0.098,-0.6,advanced,2014
35.1,25,0.5,-1.1,-2,7.9,1.9,79,2542,0.9,1.6,3.3,17.1,Jeff Teague,PG,418,1.8,4.7,ATL,25.7,0.6,0.098,5.2,advanced,2014
20.6,20,0.9,-8.8,-1.2,10.2,0.4,40,443,-7.6,0.3,-1,3.8,Marquis Teague,SG,419,1.2,5.3,TOT,18.2,-0.8,-0.059,-0.5,advanced,2014
7.1,28,1.4,-0.5,-2,17.6,1.1,72,1396,1.5,5.2,1.6,14.3,Mirza Teletovic,SF,420,1.1,11.4,BRK,20.5,0.5,0.094,2.7,advanced,2014
15.8,27,1.4,-3.7,1,8.7,0.9,75,638,-4.6,3.8,-0.5,7.8,Garrett Temple,SG,421,2.8,6.2,WAS,14.3,-0.3,0.025,0.3,advanced,2014
15.3,36,0,-4.2,-2.8,6.9,0.2,35,570,-1.4,0.8,0,7.4,Jason Terry,PG,422,1.2,3.9,BRK,15.3,-0.3,0.016,0.2,advanced,2014
0.7,26,3.8,-5.8,1,17.4,0.3,23,192,-6.8,5.6,-0.2,2.6,Hasheem Thabeet,C,423,1,11.7,OKC,9,-0.2,0.012,0,advanced,2014
13.4,20,0,-9.7,-5.7,9.2,0,6,37,-4,0,0,7.3,Adonis Thomas,SF,424,0,4.6,TOT,18.5,-0.1,0.001,0,advanced,2014
32.2,24,0.3,2.9,-2.1,7.5,1.3,72,2497,5,2.1,6.4,20.5,Isaiah Thomas,PG,425,1.9,4.7,SAC,26.3,3.1,0.149,7.7,advanced,2014
9.7,25,0,-10.7,-2.7,14,0,5,42,-8,5.4,-0.1,0.5,Lance Thomas,SF,426,0,9.7,NOP,13.8,-0.1,-0.117,-0.1,advanced,2014
5.1,25,3.5,-12,-1.6,28.9,0.1,8,63,-10.4,9,-0.2,4.6,Malcolm Thomas,PF,427,0,19,TOT,18.7,-0.2,-0.132,-0.2,advanced,2014
6.1,22,0.5,-3,-1.2,11.2,0.6,77,1742,-1.8,4.4,1.4,9.5,Hollis Thompson,SF,428,1.5,7.7,PHI,11.3,-0.4,0.055,2,advanced,2014
4.1,27,2.3,-2.5,0.5,21.3,1.7,82,2007,-3,8.5,0.9,11.1,Jason Thompson,PF,429,0.8,14.8,SAC,14.4,-0.3,0.064,2.7,advanced,2014
10.2,23,1,0.7,-0.6,7.9,3.2,81,2868,1.3,1.5,3.5,14.3,Klay Thompson,SG,430,1.3,4.7,GSW,22.6,1.9,0.112,6.7,advanced,2014
4.5,22,1.1,-2,-0.5,21.5,2.3,82,2594,-1.5,11.4,3.4,14.9,Tristan Thompson,PF,431,0.8,16.3,CLE,17.5,0,0.106,5.7,advanced,2014
7.3,26,0.5,-1.6,-1.7,9.4,1,72,1741,0.1,3.7,1,12,Marcus Thornton,SG,432,1.7,6.6,TOT,19.7,0.2,0.055,2,advanced,2014
29.5,35,0,-9.7,-3.1,9.7,0,8,110,-6.6,2,-0.3,1.9,Jamaal Tinsley,PG,433,1,5.8,UTA,12.1,-0.2,-0.122,-0.3,advanced,2014
5,28,0.9,0.3,-0.5,11.8,1.3,64,1298,0.8,2.9,1.9,11,Anthony Tolliver,PF,434,0.8,7.3,CHA,12.4,0.8,0.117,3.2,advanced,2014
8.1,28,0.7,2.3,1.6,16.6,2.8,81,2490,0.7,7.3,3.3,13.3,P.J. Tucker,SF,435,2.2,11.9,PHO,14.2,2.7,0.117,6.1,advanced,2014
5.7,31,6.3,1.7,4,22,0.9,31,606,-2.3,9.6,0.6,13.9,Ronny Turiaf,C,436,0.7,15.6,MIN,10.7,0.6,0.122,1.5,advanced,2014
11.9,34,2,0.2,2.1,21.4,0.7,38,392,-1.9,3.2,0.1,11.3,Hedo Turkoglu,SF,437,2.4,12.6,LAC,15,0.2,0.095,0.8,advanced,2014
