pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FC,4/29/18,86.8,2.6872,5.4564,Marco Gonzales,608070,594835,null,foul,,,,,5,null,R,R,L,CLE,SEA,S,null,null,0,1,2018,-0.0747,1.1359,0.248,2.2366,null,null,null,1,3,Bot,null,null,,,572287,,180429_180617,-5.6526,-126.3164,-3.856,0.2112,22.5246,-19.5793,3.2275,1.3983,null,null,null,86.755,2393,5.98,529826,594835,572287,592387,429664,572122,516416,592325,543829,571745,54.5199,null,null,null,null,null,null,null,28,2,Cutter,2,5,2,5,5,2,2,5,Standard,Standard
FC,9/22/18,86.8,2.3551,5.7009,Marco Gonzales,608336,594835,field_out,hit_into_play,,,,,4,Joey Gallo flies out to right fielder Mitch Haniger.  ,R,L,L,TEX,SEA,X,9,fly_ball,2,1,2018,-0.0249,1.1362,-0.401,2.7114,null,null,null,2,5,Bot,174.21,61.62,,,572287,,180923_014207,-6.552,-126.3587,-3.3451,0.9469,23.4274,-19.5052,3.575,1.681,342,98.2,41.2,87.231,2380,6.338,531726,594835,572287,592387,429664,572122,516416,628338,543829,571745,54.1612,0.076,0.154,0,1,0,0,3,39,4,Cutter,0,3,0,3,3,0,0,3,Infield shift,Standard
SI,4/3/18,86.8,2.7901,5.5362,Marco Gonzales,460026,594835,field_out,hit_into_play,,,,,5,Nick Hundley lines out to third baseman Kyle Seager.  ,R,R,L,SF,SEA,X,5,line_drive,3,1,2018,1.1863,0.913,0.0371,2.156,null,null,null,0,3,Bot,96.13,165.47,,,571679,,180403_213723,-8.8976,-126.0057,-3.706,14.2303,24.4179,-22.0545,3.324,1.3676,161,96,10,86.237,2137,5.956,529480,594835,571679,592387,429664,572122,516416,628338,543829,571745,54.5416,0.784,0.743,0,1,0,0,4,22,5,Sinker,0,4,0,4,4,0,0,4,Standard,Standard
FC,5/23/18,86.8,2.6464,5.6494,Marco Gonzales,543760,594835,null,foul,,,,,8,null,R,R,L,OAK,SEA,S,null,null,2,2,2018,-0.1038,0.9988,0.1144,2.0199,null,null,null,0,6,Bot,null,null,,,572287,,180524_033800,-5.8331,-126.3743,-4.5947,-0.0917,22.1536,-20.8365,3.3274,1.4578,186,68.2,45.1,87.081,2397,6.126,530145,594835,572287,592387,493596,572122,516416,592325,628338,607430,54.3723,null,null,null,null,null,null,null,42,6,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
FC,4/19/18,86.8,2.6648,5.2735,Marco Gonzales,594828,594835,triple_play,hit_into_play,,,,,7,"Evan Gattis grounds into a triple play, third baseman Kyle Seager to second baseman Robinson Cano to first baseman Daniel Vogelbach.   Jose Altuve out at 3rd.    Carlos Correa out at 2nd.  ",R,R,L,SEA,HOU,X,5,ground_ball,1,0,2018,-0.1921,0.6427,-0.8166,1.8021,null,514888,621043,0,4,Top,101,172.37,,,571679,,180419_203809,-7.8895,-126.3074,-3.4728,-0.6733,21.9924,-24.9217,3.2906,1.4721,5,64.4,-20.3,86.739,2266,5.928,529685,594835,571679,596129,429664,572122,516416,592325,543829,571745,54.5718,0.055,0.055,0,1,0,0,2,24,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FC,7/29/18,86.8,2.5952,5.8016,Marco Gonzales,594777,594835,field_out,hit_into_play,,,,,4,Kole Calhoun flies out to center fielder Mitch Haniger.  ,R,L,L,LAA,SEA,X,8,fly_ball,2,1,2018,0.3467,1.2501,-0.4905,2.7015,null,664058,null,1,3,Bot,137.4,50.68,,,572287,,180729_212337,-8.0662,-126.2224,-3.7927,5.2271,23.8284,-18.3069,3.301,1.504,352,94.8,25.6,86.846,2477,6.193,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.3064,0.247,0.348,0,1,0,0,5,31,4,Cutter,0,8,0,8,8,0,0,8,Strategic,Standard
FC,6/8/18,86.8,2.8979,5.4666,Marco Gonzales,460576,594835,null,foul,,,,,5,null,R,R,L,TB,SEA,S,null,null,1,2,2018,-0.3933,0.8761,0.1839,2.5402,null,null,null,1,4,Bot,null,null,,,572287,,180609_003110,-5.6613,-126.2373,-2.5575,-2.9976,25.6258,-22.6533,3.5201,1.5307,null,null,null,86.226,2352,5.945,530356,594835,572287,596129,543829,572122,516416,592325,628338,571745,54.5535,null,null,null,null,null,null,null,33,4,Cutter,0,3,0,3,3,0,0,3,Standard,Standard
FC,9/22/18,86.8,2.3626,5.6693,Marco Gonzales,134181,594835,null,foul,,,,,8,null,R,R,L,TEX,SEA,S,null,null,1,2,2018,-0.0989,1.2455,0.2751,1.4617,null,null,null,2,4,Bot,null,null,,,572287,,180923_011521,-4.8095,-126.391,-6.5387,-0.2255,22.2899,-17.6761,3.319,1.513,235,76.1,34.2,87.586,2399,6.448,531726,594835,572287,592387,429664,572122,516416,628338,543829,571745,54.0511,null,null,null,null,null,null,null,29,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FC,9/22/18,86.8,2.3067,5.728,Marco Gonzales,596059,594835,null,called_strike,,,,,8,null,R,L,L,TEX,SEA,S,null,null,1,0,2018,0.1975,1.3343,-0.1595,1.7381,null,null,null,0,2,Bot,null,null,,,572287,,180923_003855,-6.3081,-126.2819,-6.1498,3.2653,22.7247,-16.8673,3.318,1.4702,null,null,null,87.271,2322,6.338,531726,594835,572287,592387,429664,572122,516416,628338,543829,571745,54.1604,null,null,null,null,null,null,null,13,2,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,7/29/18,86.8,2.7225,5.6097,Marco Gonzales,527043,594835,field_out,hit_into_play,,,,,2,Jefry Marte flies out to center fielder Mitch Haniger.  ,R,R,L,LAA,SEA,X,8,fly_ball,2,2,2018,0.0605,0.8711,-0.0051,2.9245,null,null,435079,1,6,Bot,103.29,71.08,,,572287,,180729_222321,-6.6318,-126.3008,-2.015,1.9592,25.0385,-22.7151,3.411,1.565,308,94.8,45.8,86.686,2317,6.16,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.3396,0.013,0.019,0,1,0,0,3,60,5,Cutter,2,8,2,8,8,2,2,8,Standard,Standard
FC,6/13/18,86.8,2.8989,5.3926,Marco Gonzales,545361,594835,null,called_strike,,,,,9,null,R,R,L,SEA,LAA,S,null,null,0,1,2018,-0.1176,0.7179,0.6838,2.2317,null,null,435079,0,1,Top,null,null,,,572287,,180613_201307,-5.0267,-126.3544,-2.8834,-0.3717,22.1233,-24.2333,3.4308,1.728,null,null,null,86.679,2372,5.879,530417,594835,572287,592387,543829,461865,516416,452655,571745,592325,54.6205,null,null,null,null,null,null,null,2,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FC,8/22/18,86.8,2.5919,5.6461,Marco Gonzales,503556,594835,null,ball,,,,,12,null,R,R,L,SEA,HOU,B,null,null,1,2,2018,-0.2059,0.7026,1.3843,3.3824,null,null,null,2,1,Top,null,null,,,572287,,180822_202007,-2.4538,-126.4133,-0.699,-1.727,23.0664,-24.8476,3.4137,1.5684,null,null,null,86.319,2325,5.701,531308,594835,572287,592387,543829,429664,516416,452655,571745,592325,54.7984,null,null,null,null,null,null,null,5,5,Cutter,0,2,2,0,2,0,2,0,Standard,Standard
FC,6/13/18,86.8,2.8587,5.3299,Marco Gonzales,472528,594835,null,called_strike,,,,,8,null,R,L,L,SEA,LAA,S,null,null,0,0,2018,-0.0369,0.6705,-0.2563,2.0877,null,455117,455759,1,4,Top,null,null,,,572287,,180613_212217,-7.3212,-126.193,-2.9525,0.9278,22.7442,-24.7346,3.5064,1.6679,null,null,null,86.549,2288,5.925,530417,594835,572287,592387,543829,461865,516416,452655,571745,592325,54.5748,null,null,null,null,null,null,null,32,1,Cutter,4,1,1,4,1,4,1,4,Standard,Standard
FC,5/17/18,86.8,2.6596,5.3928,Marco Gonzales,518902,594835,null,foul,,,,,5,null,R,R,L,SEA,DET,S,null,null,1,1,2018,-0.0893,0.8101,0.0906,2.1591,null,null,null,2,3,Top,null,null,,,572287,,180518_025937,-5.9283,-126.2506,-3.1611,0.2597,25.5983,-23.215,3.3001,1.3709,null,null,null,86.282,2299,5.974,530055,594835,572287,592387,493596,572122,516416,592325,628338,571745,54.526,null,null,null,null,null,null,null,21,3,Cutter,1,0,0,1,0,1,0,1,Standard,Standard
FC,7/5/18,86.8,2.5783,5.4627,Marco Gonzales,527043,594835,null,ball,,,,,11,null,R,R,L,SEA,LAA,B,null,null,1,1,2018,-0.1932,0.9118,-1.1665,2.897,null,null,null,1,6,Top,null,null,,,543302,,180706_035659,-8.5269,-126.2989,-1.8569,-0.5512,22.4059,-22.3071,3.5896,1.7203,null,null,null,86.835,2296,6.029,530711,594835,543302,592387,543829,572122,516416,452655,628338,592325,54.4712,null,null,null,null,null,null,null,43,3,Cutter,2,1,1,2,1,2,1,2,Infield shift,Standard
FC,7/29/18,86.8,2.8117,5.6866,Marco Gonzales,593993,594835,null,called_strike,,,,,12,null,R,R,L,LAA,SEA,S,null,null,0,0,2018,0.1108,1.3251,0.9967,3.1183,null,null,435079,2,6,Bot,null,null,,,572287,,180729_222350,-4.5579,-126.3951,-2.6637,2.086,25.0946,-17.7386,3.4184,1.7556,null,null,null,86.727,2360,6.146,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.3534,null,null,null,null,null,null,null,61,1,Cutter,2,8,2,8,8,2,2,8,Standard,Strategic
FC,8/8/18,86.8,2.6678,5.5575,Marco Gonzales,595777,594835,null,called_strike,,,,,8,null,R,R,L,TEX,SEA,S,null,null,2,1,2018,-0.1126,1.1729,0.0577,1.8118,608597,641432,null,2,3,Bot,null,null,,,572287,,180808_191642,-5.9867,-126.2383,-5.179,-0.1277,22.6501,-18.9319,3.4545,1.5952,null,null,null,86.789,2422,6.047,531131,594835,572287,592387,543829,572122,516416,452655,457727,571745,54.4515,null,null,null,null,null,null,null,31,4,Cutter,5,1,5,1,1,5,5,1,Standard,Standard
FC,6/13/18,86.7,2.7046,5.3841,Marco Gonzales,435079,594835,null,ball,,,,,12,null,R,R,L,SEA,LAA,B,null,null,1,1,2018,-0.0452,0.6784,0.9881,3.501,664058,null,null,2,4,Top,null,null,,,572287,,180613_212542,-3.9919,-126.259,0.2415,0.2261,22.4068,-25.1857,3.2399,1.351,null,null,null,86.758,2245,5.998,530417,594835,572287,592387,543829,461865,516416,452655,571745,592325,54.5015,null,null,null,null,null,null,null,34,3,Cutter,4,3,3,4,3,4,3,4,Standard,Standard
FC,8/13/18,86.7,2.6654,5.7346,Marco Gonzales,476704,594835,null,ball,,,,,12,null,R,R,L,OAK,SEA,B,null,null,1,2,2018,-0.1565,0.9811,1.4881,2.9195,null,null,null,0,5,Bot,null,null,,,572287,,180814_033025,-2.501,-126.3065,-2.5992,-1.2134,23.8649,-21.3143,3.2463,1.5095,null,null,null,87.2,2297,6.38,531192,594835,572287,592387,461865,572122,516416,457727,628338,571745,54.1182,null,null,null,null,null,null,null,40,4,Cutter,4,1,4,1,1,4,4,1,Standard,Standard
FC,6/29/18,86.7,2.6561,5.4137,Marco Gonzales,519058,594835,single,hit_into_play_no_out,,,,,5,Mike Moustakas singles on a ground ball to third baseman Kyle Seager.   Rosell Herrera to 3rd.  ,R,L,L,SEA,KC,X,5,ground_ball,2,1,2018,0.0578,0.8487,-0.2758,2.3884,null,594011,null,1,4,Top,102.2,159.33,,,572287,,180630_025549,-7.0595,-126.0935,-2.7551,1.9274,23.5447,-22.9308,3.3015,1.453,73,102.9,0.6,86.252,2383,5.85,530630,594835,572287,592387,543829,572122,516416,452655,628338,571745,54.6496,0.466,0.446,0.9,1,1,0,4,21,4,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard
FC,8/8/18,86.7,2.5616,5.5202,Marco Gonzales,134181,594835,strikeout,called_strike,,,,,6,Adrian Beltre called out on strikes.  ,R,R,L,TEX,SEA,S,2,null,0,2,2018,-0.2825,0.8236,0.6024,2.2494,null,null,462101,0,3,Bot,null,null,,,572287,,180808_190718,-4.1242,-126.4127,-3.4223,-2.3383,22.3775,-22.8059,3.6022,1.6094,null,null,null,87.585,2376,6.445,531131,594835,572287,592387,543829,572122,516416,452655,457727,571745,54.0541,null,null,0,1,0,0,null,25,3,Cutter,2,1,2,1,1,2,2,1,Standard,Standard
FC,8/13/18,86.7,2.7401,5.7048,Marco Gonzales,592192,594835,null,swinging_strike,,,,,9,null,R,R,L,OAK,SEA,S,null,null,3,1,2018,0.0431,0.7763,0.3204,1.5104,476704,null,null,1,3,Bot,null,null,,,572287,,180814_025915,-5.8974,-126.2888,-5.5595,1.4493,20.9862,-22.9645,3.4673,1.6193,null,null,null,87.733,2322,6.475,531192,594835,572287,592387,461865,572122,516416,457727,628338,571745,54.0232,null,null,null,null,null,null,null,24,5,Cutter,3,0,3,0,0,3,3,0,Strategic,Standard
CH,9/2/17,86.7,2.5433,5.2919,Marco Gonzales,543760,594835,strikeout,swinging_strike,,,,,14,Marcus Semien strikes out swinging.  ,R,R,L,SEA,OAK,S,2,null,1,2,2017,1.4108,0.4123,1.0907,2.3894,null,640461,null,2,5,Top,null,null,,,572287,,null,-6.3325,-125.8782,-1.5351,16.2989,26.7437,-27.7014,3.3388,1.4698,null,null,null,86.473,2104,6.366,492127,594835,572287,475174,429664,572122,516416,592325,502481,571745,54.1332,null,null,0,1,0,0,null,46,4,Changeup,2,6,6,2,6,2,6,2,Standard,Standard
FC,8/8/18,86.7,2.6618,5.5371,Marco Gonzales,608336,594835,home_run,hit_into_play_score,,,,,2,Joey Gallo homers (30) on a fly ball to center field.   Elvis Andrus scores.  ,R,L,L,TEX,SEA,X,null,fly_ball,0,0,2018,-0.315,0.8552,-0.1196,3.0028,null,null,462101,1,3,Bot,166.14,27.2,,,572287,,180808_190800,-6.0239,-126.2575,-1.6905,-2.3197,22.804,-22.805,3.575,1.681,416,106.3,27.1,87.403,2397,6.439,531131,594835,572287,592387,543829,572122,516416,452655,457727,571745,54.0596,0.94,1.9,2,1,0,3,6,26,1,Cutter,2,1,2,1,1,2,2,1,Infield shift,Standard
FC,5/28/18,86.7,2.5883,5.2805,Marco Gonzales,608577,594835,null,swinging_strike,,,,,11,null,R,L,L,SEA,TEX,S,null,null,1,1,2018,-0.3091,0.8037,-1.4007,3.2586,null,null,null,0,7,Top,null,null,,,572287,,180528_214914,-8.8595,-126.0216,-0.3204,-1.7253,22.2521,-23.7627,3.2597,1.4512,null,null,null,86.685,2442,6.049,530211,594835,572287,592387,493596,572122,461865,452655,628338,571745,54.4504,null,null,null,null,null,null,null,47,3,Cutter,2,1,1,2,1,2,1,2,Standard,Standard
FC,6/13/18,86.7,2.6247,5.4886,Marco Gonzales,545361,594835,grounded_into_double_play,hit_into_play,,,,,6,"Mike Trout grounds into a double play, shortstop Jean Segura to second baseman Dee Gordon to first baseman Ryon Healy.   Ian Kinsler out at 2nd.  ",R,R,L,SEA,LAA,X,6,ground_ball,1,2,2018,-0.5166,0.7086,0.318,2.1369,null,null,435079,0,1,Top,109.82,155.27,,,572287,,180613_201400,-4.4424,-126.1703,-3.2446,-4.5883,24.3823,-24.3025,3.4208,1.5016,8,90.2,-14.9,86.238,2381,5.878,530417,594835,572287,592387,543829,461865,516416,452655,571745,592325,54.6221,0.132,0.116,0,1,0,0,2,2,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FC,8/3/18,86.7,2.5937,5.4599,Marco Gonzales,606192,594835,null,foul,,,,,13,null,R,R,L,SEA,TOR,S,null,null,1,2,2018,-0.1159,1.1189,-1.1716,1.9812,null,null,null,0,6,Top,null,null,,,572287,,180804_032631,-8.7285,-126.0549,-4.4637,0.185,20.6307,-19.6252,3.4684,1.6571,7,82.6,-16.3,87.039,2389,6.12,531063,594835,572287,592387,543829,572122,516416,628338,457727,571745,54.3796,null,null,null,null,null,null,null,41,4,Cutter,1,4,4,1,4,1,4,1,Standard,Standard
FC,7/29/18,86.7,2.6565,5.7504,Marco Gonzales,527043,594835,null,foul,,,,,11,null,R,R,L,LAA,SEA,S,null,null,0,2,2018,-0.3521,0.912,-1.243,2.5191,457708,592743,435079,1,4,Bot,null,null,,,572287,,180729_213843,-8.6097,-126.1014,-3.4306,-2.1628,23.6925,-21.9354,3.411,1.565,null,null,null,87.064,2251,6.376,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.1233,null,null,null,null,null,null,null,41,3,Cutter,0,8,0,8,8,0,0,8,Standard,Standard
FC,9/11/18,86.7,2.5514,5.4784,Marco Gonzales,595978,594835,force_out,hit_into_play,,,,,12,"Austin Hedges grounds into a force out, shortstop Dee Gordon to second baseman Robinson Cano.   Franmil Reyes out at 2nd.  ",R,R,L,SEA,SD,X,6,ground_ball,2,2,2018,-0.1008,1.0254,0.9786,2.89,null,null,614177,2,4,Top,104.23,153.24,,,572287,,180912_031232,-3.5384,-126.2212,-2.1059,-0.4161,23.3921,-21.0956,3.41,1.56,30,94,-2.2,86.613,2376,6.008,531578,594835,572287,592387,429664,572122,543829,452655,571745,592325,54.4916,0.318,0.294,0,1,0,0,2,29,5,Cutter,1,1,1,1,1,1,1,1,Standard,Standard
FC,6/13/18,86.7,2.8384,5.5334,Marco Gonzales,457708,594835,null,foul,,,,,5,null,R,R,L,SEA,LAA,S,null,null,2,2,2018,-0.4298,0.5937,-0.0111,2.3229,null,null,null,2,1,Top,null,null,,,572287,,180613_201559,-5.8816,-126.1544,-2.7018,-3.4706,22.3637,-25.6805,3.4107,1.4413,109,61.8,20.1,86.077,2346,5.607,530417,594835,572287,592387,543829,461865,516416,452655,571745,592325,54.8929,null,null,null,null,null,null,null,3,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FC,5/12/18,86.7,2.6342,5.5428,Marco Gonzales,543484,594835,null,called_strike,,,,,9,null,R,R,L,DET,SEA,S,null,null,0,1,2018,-0.0949,1.1671,0.4191,1.9757,null,null,null,0,5,Bot,null,null,,,572287,,180512_213139,-5.0865,-126.0921,-4.6497,0.0837,26.9093,-19.0927,3.4873,1.5771,null,null,null,86.292,2298,6.17,529997,594835,572287,592387,429664,572122,516416,628338,543829,571745,54.3284,null,null,null,null,null,null,null,39,2,Cutter,1,1,1,1,1,1,1,1,Standard,Standard
FC,8/8/18,86.7,2.7855,5.5436,Marco Gonzales,641432,594835,grounded_into_double_play,hit_into_play_score,,,,,11,"Willie Calhoun grounds into a double play, second baseman Dee Gordon to shortstop Jean Segura to first baseman Ryon Healy.   Isiah Kiner-Falefa scores.    Ronald Guzman out at 2nd.  ",R,L,L,TEX,SEA,X,4,ground_ball,1,0,2018,0.165,1.1705,-1.1037,2.4109,643396,null,608597,0,5,Bot,146.55,150.63,,,572287,,180808_194344,-9.6145,-125.9254,-3.712,3.4936,22.6108,-19.1632,3.26,1.481,9,73.6,-14.5,86.965,2306,6.302,531131,594835,572287,592387,543829,572122,516416,452655,457727,571745,54.1971,0.066,0.056,0,1,0,0,2,45,2,Cutter,6,2,6,2,2,6,6,2,Standard,Standard
FC,6/19/18,86.7,2.5863,5.5248,Marco Gonzales,544369,594835,strikeout,swinging_strike,,,,,11,Didi Gregorius strikes out swinging.  ,R,L,L,NYY,SEA,S,2,null,1,2,2018,-0.4045,0.8059,-0.4184,3.8442,null,null,null,2,5,Bot,null,null,,,572287,,180620_003340,-6.3584,-126.1522,0.5045,-3.1119,24.1872,-23.8462,3.2633,1.4656,null,null,null,86.934,2294,6.312,530500,594835,572287,592387,543829,572122,516416,452655,628338,571745,54.1865,null,null,0,1,0,0,null,39,5,Cutter,5,1,5,1,1,5,5,1,Infield shift,Standard
FC,9/11/18,86.6,2.4467,5.5008,Marco Gonzales,622534,594835,strikeout,swinging_strike,,,,,14,Manuel Margot strikes out swinging.  ,R,R,L,SEA,SD,S,2,null,1,2,2018,0.2328,1.3501,0.8799,2.2123,null,null,null,1,5,Top,null,null,,,572287,,180912_032615,-4.2089,-126.0718,-4.4048,3.3088,24.9621,-17.1594,3.32,1.51,null,null,null,86.625,2330,6.223,531578,594835,572287,592387,429664,572122,543829,452655,571745,592325,54.2771,null,null,0,1,0,0,null,35,4,Cutter,1,1,1,1,1,1,1,1,Standard,Standard
SI,4/9/18,86.6,2.4752,5.4723,Marco Gonzales,624585,594835,single,hit_into_play_no_out,,,,,6,Jorge Soler singles on a sharp ground ball to right fielder Mitch Haniger.  ,R,R,L,KC,SEA,X,9,ground_ball,0,0,2018,1.2661,1.0186,0.644,2.3752,null,null,null,0,3,Bot,170.77,105.49,,,571679,,180410_010514,-6.9312,-125.9003,-3.2344,14.8234,25.9144,-20.954,3.3437,1.3748,78,108.9,1.1,86.397,2020,6.242,529557,594835,571679,596129,429664,572122,516416,628338,543829,571745,54.2578,0.54,0.499,0.9,1,1,0,4,24,1,Sinker,3,0,3,0,0,3,3,0,Standard,Standard
CH,9/12/17,86.6,2.5611,5.7514,Marco Gonzales,425783,594835,field_out,hit_into_play,,,,,4,"Shin-Soo Choo grounds out sharply, shortstop Jean Segura to first baseman Yonder Alonso.  ",R,L,L,TEX,SEA,X,6,ground_ball,2,2,2017,1.3022,0.7886,-0.754,1.9739,null,null,null,1,1,Bot,135.98,150.26,,,572287,,null,-10.6337,-125.6021,-4.459,16.0275,23.761,-23.0269,3.0439,1.3163,9,93,-11.3,87.19,2291,6.686,492268,594835,572287,475174,429664,572122,516416,592325,628338,571745,53.8104,0.193,0.191,0,1,0,0,2,5,5,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,7/29/18,86.6,2.5984,5.6389,Marco Gonzales,593993,594835,force_out,hit_into_play,,,,,5,"Jose Briceno grounds into a force out, shortstop Jean Segura to second baseman Dee Gordon.   Ian Kinsler out at 2nd.  ",R,R,L,LAA,SEA,X,6,ground_ball,0,1,2018,0.1859,0.8231,-0.1308,2.3167,null,null,435079,2,6,Bot,111.25,148.88,,,572287,,180729_222410,-6.885,-125.9952,-3.4083,3.3407,24.9788,-22.9647,3.411,1.565,18,99.1,-6.8,86.601,2324,6.245,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.2545,0.292,0.266,0,1,0,0,2,61,2,Cutter,2,8,2,8,8,2,2,8,Standard,Strategic
FC,5/23/18,86.6,2.4584,5.8673,Marco Gonzales,621566,594835,null,ball,,,,,11,null,R,L,L,OAK,SEA,B,null,null,2,1,2018,-0.4573,0.958,-0.3719,3.4329,null,null,null,1,2,Bot,null,null,,,572287,,180524_023006,-5.8153,-126.0502,-1.5961,-3.7908,23.3408,-21.8886,3.213,1.6048,null,null,null,86.674,2334,6.122,530145,594835,572287,592387,493596,572122,516416,592325,628338,607430,54.3765,null,null,null,null,null,null,null,12,4,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,7/11/18,86.6,2.7901,5.8317,Marco Gonzales,457708,594835,null,ball,,,,,12,null,R,R,L,LAA,SEA,B,null,null,0,2,2018,-0.4236,0.9264,1.1267,4.0051,null,null,null,0,2,Bot,null,null,,,571679,,180712_022803,-3.0935,-125.9698,-0.0222,-3.8148,24.8604,-22.7301,3.6991,1.5927,null,null,null,85.827,2336,5.749,530797,594835,571679,592387,543829,572122,516416,592325,628338,571745,54.7507,null,null,null,null,null,null,null,10,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FC,7/11/18,86.6,2.7697,5.724,Marco Gonzales,405395,594835,null,foul,,,,,7,null,R,R,L,LAA,SEA,S,null,null,1,0,2018,-0.4847,0.8589,-0.5574,1.5925,null,null,null,1,2,Bot,null,null,,,571679,,180712_022929,-6.9105,-125.7954,-5.3157,-3.6504,25.8206,-22.3392,3.1604,1.3738,261,103.5,17.4,85.873,2434,5.947,530797,594835,571679,592387,543829,572122,516416,592325,628338,571745,54.553,null,null,null,null,null,null,null,11,2,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,7/11/18,86.6,2.7001,5.8127,Marco Gonzales,545361,594835,null,foul,,,,,12,null,R,R,L,LAA,SEA,S,null,null,1,1,2018,-0.2009,1.0865,0.8352,2.4945,null,null,null,2,1,Bot,null,null,,,571679,,180712_021843,-4.0146,-126.0432,-3.9165,-1.3793,23.1108,-20.2323,3.3647,1.4472,180,69.8,34.7,86.199,2392,5.803,530797,594835,571679,592387,543829,572122,516416,592325,628338,571745,54.6971,null,null,null,null,null,null,null,6,3,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
SI,4/9/18,86.6,2.5191,5.4708,Marco Gonzales,596144,594835,null,foul,,,,,9,null,R,R,L,KC,SEA,S,null,null,0,0,2018,1.431,0.9738,0.4634,1.0886,null,null,519058,2,2,Bot,null,null,,,571679,,180410_005627,-7.7649,-125.7849,-6.1848,16.6418,25.165,-20.891,3.0521,1.1938,null,null,null,86.247,2157,6.134,529557,594835,571679,596129,429664,572122,516416,628338,543829,571745,54.3649,null,null,null,null,null,null,null,20,1,Sinker,3,0,3,0,0,3,3,0,Standard,Standard
FC,6/8/18,86.6,2.7023,5.3996,Marco Gonzales,467092,594835,null,foul,,,,,1,null,R,R,L,TB,SEA,S,null,null,1,2,2018,-0.0337,0.9229,-0.6717,3.3623,null,null,622110,1,6,Bot,null,null,,,572287,,180609_010411,-7.9215,-125.9031,-0.501,1.2541,25.5391,-22.6451,3.3592,1.41,189,70.7,43.9,85.932,2333,5.907,530356,594835,572287,596129,543829,572122,516416,592325,628338,571745,54.5915,null,null,null,null,null,null,null,50,4,Cutter,1,4,1,4,4,1,1,4,Standard,Standard
FC,7/11/18,86.6,2.7793,5.6022,Marco Gonzales,457708,594835,null,called_strike,,,,,12,null,R,R,L,LAA,SEA,S,null,null,0,0,2018,-0.0525,1.0085,1.0199,2.7675,null,null,null,1,7,Bot,null,null,,,571679,,180712_040558,-4.0807,-126.1172,-2.6607,0.186,23.0154,-21.1552,3.633,1.6258,null,null,null,86.694,2459,6.076,530797,594835,571679,592387,543829,572122,516416,592325,628338,571745,54.4238,null,null,null,null,null,null,null,48,1,Cutter,0,3,0,3,3,0,0,3,Standard,Standard
FC,5/5/18,86.6,2.6295,5.4457,Marco Gonzales,446359,594835,double,hit_into_play_no_out,,,,,5,Zack Cozart doubles (6) on a line drive to left fielder Andrew Romine.  ,R,R,L,SEA,LAA,X,7,line_drive,0,2,2018,-0.1798,1.0935,-0.0942,2.3124,null,null,null,0,4,Top,67.26,136.47,,,572287,,180506_020958,-6.0939,-125.9566,-3.4715,-0.7197,24.2142,-20.2264,3.2332,1.3644,204,89.9,16.1,86.149,2291,5.907,529902,594835,572287,592387,429664,572122,516416,461865,628338,571745,54.5927,0.824,0.839,1.25,1,1,1,4,26,4,Cutter,0,1,1,0,1,0,1,0,Standard,Standard
